	Unnamed: 0.1	Unnamed: 0	start	end	text	label
200	200	200	00:12:44	00:12:46	Now I got to wear this stupid thing all day.	N
201	201	201	00:12:46	00:12:49	Oh, look at him, hovering.	N
202	202	202	00:12:49	00:12:51	Making sure I still have it on.	N
203	203	203	00:12:51	00:12:54	Do us all a favor and get him out in the field, will you, Grissom?	N
204	204	204	00:12:54	00:12:55	He's going stir crazy in here.	N
205	205	205	00:12:55	00:12:57	Jaqui, do you have anything for us?	N
206	206	206	00:12:57	00:12:59	A palm print.	N
207	207	207	00:12:59	00:13:02	Oh, great. Let's, uh, go back to Audrey's and see if we have a match.	N
208	208	208	00:13:02	00:13:04	Not quite.	N
209	209	209	00:13:04	00:13:06	Look at the ridges.	N
210	210	210	00:13:06	00:13:09	Too consistent.	N
211	211	211	00:13:09	00:13:11	Looks like fine grain.	N
212	212	212	00:13:11	00:13:12	Leather.	N
213	213	213	00:13:13	00:13:14	Killer wore gloves.	N
214	214	214	00:13:14	00:13:15	Okay...	N
215	215	215	00:13:15	00:13:21	here's what's happening-- three months ago, Audrey Hilden filed a sexual malpractice suit against our Dr. Sugarman.	N
216	216	216	00:13:22	00:13:25	The suit claims that she was molested while she was under anesthesia.	N
217	217	217	00:13:25	00:13:27	And she was going on a date with this guy?	N
218	218	218	00:13:27	00:13:29	Yeah. Sugarman countersued.	N
219	219	219	00:13:29	00:13:32	He's represented by big-time attorneys, so she backed down.	N
220	220	220	00:13:32	00:13:34	Well, a screwdriver's cheaper than an attorney.	N
221	221	221	00:13:34	00:13:36	Yeah.	N
222	222	222	00:13:36	00:13:37	Well, uh, there's more.	N
223	223	223	00:13:37	00:13:40	Remember the usher who likes to smoke the chronic?	N
224	224	224	00:13:40	00:13:45	He claims he saw a redheaded woman make a phone call halfway through the movie, so I'm going to check it out.	N
225	225	225	00:13:45	00:13:48	Want to tag along?	N
226	226	226	00:13:51	00:13:52	This where the limbo party is?	N
227	227	227	00:13:53	00:13:54	Can I come in? Yeah.	N
228	228	228	00:13:54	00:13:57	Sorry, I don't let everyone in here.	N
229	229	229	00:13:57	00:13:59	Well, I've got your one-to-ones.	N
230	230	230	00:13:59	00:14:02	The tire treads, there's nothing specific here.	N
231	231	231	00:14:03	00:14:07	Bummer. But the shoe prints that you took, they look interesting.	N
232	232	232	00:14:07	00:14:10	It looks like five suspects walked in, and four ran out.	N
233	233	233	00:14:10	00:14:12	Four guilty people out there somewhere.	N
234	234	234	00:14:13	00:14:14	No doubt.	N
235	235	235	00:14:14	00:14:16	How's it coming with your big bamboo here?	N
236	236	236	00:14:16	00:14:20	Well, I have black lung from all the powder, and not a single print, nothing, nada.	N
237	237	237	00:14:20	00:14:21	You test for GSR?	N
238	238	238	00:14:21	00:14:24	The place was riddled with bullets-- it wouldn't hurt.	N
239	239	239	00:14:24	00:14:25	Wouldn't hurt.	N
240	240	240	00:14:40	00:14:42	Nothing.	N
241	241	241	00:14:42	00:14:44	Maybe this has nothing to do with the case.	N
242	242	242	00:14:44	00:14:46	Maybe it was just a piece of debris left at the scene.	N
243	243	243	00:14:46	00:14:49	No, no. I-I'm not quitting. No.	N
244	244	244	00:14:49	00:14:52	I am in too deep.	N
245	245	245	00:14:55	00:14:57	Where you going? Trace.	N
246	246	246	00:14:58	00:14:59	Maybe Hodges can find something.	N
247	247	247	00:14:59	00:15:01	Oh, coming through. Careful, people.	N
248	248	248	00:15:01	00:15:03	Easy.	N
249	249	249	00:15:03	00:15:04	Hey, Brown. PD called.	N
250	250	250	00:15:04	00:15:05	Mrs. McCallum's there.	N
251	251	251	00:15:06	00:15:08	The mother.	N
252	252	252	00:15:08	00:15:10	Tell them I'm on my way.	N
253	253	253	00:15:14	00:15:16	I was getting myself a soda.	N
254	254	254	00:15:16	00:15:18	You know, we're allowed to do that.	N
255	255	255	00:15:18	00:15:24	A tall redhead came out of the theater, and then she made a phone call from over there.	N
256	256	256	00:15:30	00:15:32	From the pay phone.	N
257	257	257	00:15:32	00:15:34	What? I... What? I'm on it. I'm on it.	N
258	258	258	00:15:34	00:15:36	Did you happen to notice if she was wearing gloves?	N
259	259	259	00:15:36	00:15:38	Yeah, she was, actually.	N
260	260	260	00:15:38	00:15:42	I thought it was really weird, 'cause it's, like, 70 degrees in here.	N
261	261	261	00:15:43	00:15:44	Did you notice anything else?	N
262	262	262	00:15:44	00:15:49	No. She just threw something in the trash and headed out.	N
263	263	263	00:15:57	00:15:59	The cleaning crew's in the theater now.	N
264	264	264	00:15:59	00:16:02	They got a late start 'cause of you guys.	N
265	265	265	00:16:11	00:16:13	Excuse me.	N
266	266	266	00:16:14	00:16:16	What happened to the garbage that was in the can in the lobby?	N
267	267	267	00:16:16	00:16:20	Well, it's already been bagged up, but it should be around here somewhere.	N
268	268	268	00:16:20	00:16:23	Excuse me. Where'd you get those gloves?	N
269	269	269	00:16:23	00:16:25	If it's garbage, it's hers.	N
270	270	270	00:16:25	00:16:29	They let us keep whatever we find as long as it's been thrown out.	N
271	271	271	00:16:29	00:16:34	I'll tell you what-- I'll buy you a new pair of gloves.	N
272	272	272	00:16:46	00:16:48	Whatever happened to Take one down, pass it around?	N
273	273	273	00:16:48	00:16:49	That's the best part.	N
274	274	274	00:16:49	00:16:52	You know us lab rats have to do something to get through the day.	N
275	275	275	00:16:52	00:16:55	I know, I just dumped a sack of bullets on Bobby Dawson.	N
276	276	276	00:16:55	00:16:57	So, why don't you sing me a tune I want to hear?	N
277	277	277	00:16:57	00:17:00	Well... how about...	N
278	278	278	00:17:00	00:17:02	Harold Melvin and the Blue Notes.	N
279	279	279	00:17:02	00:17:04	He ain't heavy.	N
280	280	280	00:17:04	00:17:07	He's my brother.	N
281	281	281	00:17:07	00:17:10	DNA? From the beer bottles?	N
282	282	282	00:17:10	00:17:12	Five different donors-- two of them are related.	N
283	283	283	00:17:12	00:17:18	Donor number one, Tim McCallum, the victim; donor number two, his relative, most likely a brother.	N
284	284	284	00:17:18	00:17:20	No telling if he's heavy or not.	N
285	285	285	00:17:20	00:17:23	I'm very sorry for your loss, Mrs. McCallum.	N
286	286	286	00:17:26	00:17:28	Are you Timmy's brother?	N
287	287	287	00:17:28	00:17:30	Yeah.	N
288	288	288	00:17:30	00:17:33	Kevin's the only son I have left.	N
289	289	289	00:17:33	00:17:39	We were able to identify Timmy by the driver's permit that we found at the scene.	N
290	290	290	00:17:39	00:17:41	Had he been driving long?	N
291	291	291	00:17:41	00:17:42	A few months.	N
292	292	292	00:17:42	00:17:48	I know that law says you're supposed to have an adult present, but I work graveyard.	N
293	293	293	00:17:49	00:17:51	Kevin usually drives with him.	N
294	294	294	00:17:51	00:17:54	What kind of car does Timmy drive?	N
295	295	295	00:17:54	00:17:55	We have a mini-van.	N
296	296	296	00:17:55	00:17:59	It's more safe.	N
297	297	297	00:17:59	00:18:03	This is an ongoing investigation, so we are going to need to see that vehicle.	N
298	298	298	00:18:05	00:18:07	Do you ever drive the mini-van, Kevin?	N
299	299	299	00:18:07	00:18:10	Sometimes, yeah.	N
300	300	300	00:18:10	00:18:12	Did you drive Timmy to the warehouse the other night?	N
301	301	301	00:18:12	00:18:13	No.	N
302	302	302	00:18:13	00:18:14	What warehouse?	N
303	303	303	00:18:14	00:18:19	We have reason to believe that Kevin was at the warehouse that night.	N
304	304	304	00:18:20	00:18:22	We found his DNA on some beer bottles.	N
305	305	305	00:18:24	00:18:25	Beer?	N
306	306	306	00:18:25	00:18:26	Kevin...	N
307	307	307	00:18:26	00:18:29	Mom... I bought beer for Timmy.	N
308	308	308	00:18:30	00:18:31	I don't do it all the time.	N
309	309	309	00:18:31	00:18:33	He begged me.	N
310	310	310	00:18:33	00:18:37	He... he said he was going out partying with some friends.	N
311	311	311	00:18:37	00:18:39	If Mom catches you with these, you didn't get them from me.	N
312	312	312	00:18:39	00:18:41	Bro, there's one missing.	N
313	313	313	00:18:41	00:18:44	I got thirsty. Later, freak.	N
314	314	314	00:18:46	00:18:49	I took a sip-- I gave him the rest of the 12-pack.	N
315	315	315	00:18:51	00:18:53	Sorry, Mom.	N
316	316	316	00:18:53	00:18:56	Mr. Brown, I don't know what to say.	N
317	317	317	00:18:56	00:19:03	I'm a single mother... I work nights, and you can't keep your eyes on your kids all the time.	N
318	318	318	00:19:03	00:19:08	At a certain age, you just have to trust them.	N
319	319	319	00:19:08	00:19:10	I understand.	N
320	320	320	00:19:10	00:19:15	We are going to need to keep Kevin here to ask him some more questions about that night.	N
321	321	321	00:19:15	00:19:17	Do you object?	N
322	322	322	00:19:18	00:19:20	N-No.	N
323	323	323	00:19:23	00:19:26	Spiral gouges.	N
324	324	324	00:19:26	00:19:27	Check it out.	N
325	325	325	00:19:32	00:19:34	From tip to tip.	N
326	326	326	00:19:34	00:19:36	What do you think caused these marks?	N
327	327	327	00:19:36	00:19:39	Give me more time-- I'm not a miracle worker.	N
328	328	328	00:19:39	00:19:40	Well, that's obvious, Hodges.	N
329	329	329	00:19:41	00:19:43	If you were a miracle worker, you wouldn't be rude.	N
330	330	330	00:19:43	00:19:45	I wasn't being rude, I was being curt.	N
331	331	331	00:19:45	00:19:47	Rude would be, When I know, you'll know.	N
332	332	332	00:19:47	00:19:48	Friends?	N
333	333	333	00:19:48	00:19:49	No.	N
334	334	334	00:19:49	00:19:52	Hodges, how's it coming with that glass?	N
335	335	335	00:19:54	00:19:57	Looks like there's some kind of coating on it.	N
336	336	336	00:19:57	00:20:00	More specifically, crystallized calcium fluoride.	N
337	337	337	00:20:00	00:20:02	You ran it through the I.R.?	N
338	338	338	00:20:02	00:20:04	Please. I.R. says fluorspar.	N
339	339	339	00:20:04	00:20:07	I say high-end optics.	N
340	340	340	00:20:07	00:20:08	Camera lens.	N
341	341	341	00:20:08	00:20:10	You think someone has this murder on tape?	N
342	342	342	00:20:10	00:20:17	So, the gloves match the palm print on the murder weapon as well as the pay phone in the theater lobby.	N
343	343	343	00:20:17	00:20:21	Unfortunately, there was no epithelials inside the gloves because the cleaning woman had ammonia on her hands.	N
344	344	344	00:20:21	00:20:23	Ah, I see.	N
345	345	345	00:20:23	00:20:27	Well, according to this, a phone call was made 25.	N
346	346	346	00:20:27	00:20:32	Well, Audrey called Dr. Sugarman's cell 26.	N
347	347	347	00:20:32	00:20:36	Well, obviously, she didn't make it home in one minute.	N
348	348	348	00:20:36	00:20:37	We're looking for someone else.	N
349	349	349	00:20:37	00:20:40	The mysterious redhead in the theater?	N
350	350	350	00:20:40	00:20:43	Maybe Audrey hired a pro who called up to say, uh, It's done.	N
351	351	351	00:20:43	00:20:47	Well, if she couldn't afford a powerful attorney, how did she pay for a hit man?	N
352	352	352	00:20:47	00:20:49	Hit woman.	N
353	353	353	00:20:49	00:20:51	Why don't we ask her?	N
354	354	354	00:20:56	00:20:59	You hear that? Phone's off the hook.	N
355	355	355	00:21:06	00:21:08	There must be another way in.	N
356	356	356	00:21:45	00:21:52	She used an extension cord and tied it to the railing and must have jumped off.	N
357	357	357	00:21:58	00:22:00	Yeah, this is Brass.	N
358	358	358	00:22:00	00:22:02	I got a DB.	N
359	359	359	00:22:02	00:22:05	Yeah.	N
360	360	360	00:22:13	00:22:18	Our only suspect apparently commits suicide.	N
361	361	361	00:22:18	00:22:20	Convenient.	N
362	362	362	00:22:22	00:22:24	Too convenient.	N
363	363	363	00:22:28	00:22:30	Catherine...	N
364	364	364	00:22:30	00:22:35	she's got a whole nother set of horizontal marks on her neck, below the cord.	N
365	365	365	00:22:35	00:22:39	And postmortem bruising.	N
366	366	366	00:22:39	00:22:43	I think she was strangled first, and then hanged.	N
367	367	367	00:22:45	00:22:46	No signs of a break-in...	N
368	368	368	00:22:47	00:22:48	or a struggle.	N
369	369	369	00:22:49	00:22:51	She may have been killed by someone she knew.	N
370	370	370	00:22:51	00:22:53	She was dragged.	N
371	371	371	00:22:53	00:22:56	She's got carpet fibers on her heels.	N
372	372	372	00:22:59	00:23:03	Yeah, she was dragged over here, tied off and shoved over.	N
373	373	373	00:23:10	00:23:13	You got something?	N
374	374	374	00:23:13	00:23:19	When we were here earlier, there was a movie schedule pinned up there that had a handwritten note on it.	N
375	375	375	00:23:20	00:23:22	I'm not sure she wanted me to see it.	N
376	376	376	00:23:22	00:23:24	Now it's gone.	N
377	377	377	00:23:24	00:23:26	Maybe she threw it away.	N
378	378	378	00:24:36	00:24:37	Venus and Serena.	N
379	379	379	00:24:37	00:24:39	Perfect match.	N
380	380	380	00:25:22	00:25:25	Timmy's 15, I'm 18.	N
381	381	381	00:25:25	00:25:26	He's got his friends, I got my friends.	N
382	382	382	00:25:26	00:25:28	We don't do the same things.	N
383	383	383	00:25:28	00:25:29	We don't hang together.	N
384	384	384	00:25:29	00:25:30	Evidence says you were there.	N
385	385	385	00:25:30	00:25:32	You want to go down for suspicion of murder?	N
386	386	386	00:25:34	00:25:36	Or you want to stop digging your own grave?	N
387	387	387	00:25:37	00:25:38	Just talked to Bobby Dawson.	N
388	388	388	00:25:40	00:25:42	nine-millimeter semi-automatic.	N
389	389	389	00:25:42	00:25:44	How's this going?	N
390	390	390	00:25:44	00:25:48	I found a 12-pack container in the McCallum minivan.	N
391	391	391	00:25:48	00:25:51	Sales slip said Jenko Liquors.	N
392	392	392	00:25:51	00:25:56	I'll check the surveillance, see if we can get some footage of this guy.	N
393	393	393	00:25:56	00:25:58	What is that on his elbow?	N
394	394	394	00:25:58	00:25:59	It's just a scab.	N
395	395	395	00:25:59	00:26:01	Got it skateboarding.	N
396	396	396	00:26:01	00:26:02	Can we see it?	N
397	397	397	00:26:05	00:26:08	Peel it back.	N
398	398	398	00:26:15	00:26:16	Skateboarding?	N
399	399	399	00:26:17	00:26:19	Why don't you stand up and take off your shirt.	N
400	400	400	00:26:19	00:26:21	Don't you guys need a warrant for that?	N
401	401	401	00:26:21	00:26:25	We get a warrant, and we're going to strip you down to nothing, then ask you to bend over-- choose.	N
402	402	402	00:26:33	00:26:35	Geez, man, what happened to you?	N
403	403	403	00:26:35	00:26:37	Turn around.	N
404	404	404	00:26:40	00:26:41	Those are the same markings your brother had.	N
405	405	405	00:26:41	00:26:43	You want to tell us what went down here?	N
406	406	406	00:26:43	00:26:45	I can't talk about it.	N
407	407	407	00:26:47	00:26:48	I'm sorry.	N
408	408	408	00:26:48	00:26:52	Hey, listen, if-if you're the victim here, you can tell us.	N
