Unnamed: 0	start	end	text	label
185	00:11:53	00:11:55	Or a bad burger.	N
186	00:11:55	00:12:00	So whoever did this to her also has E-coli.	N
187	00:12:00	00:12:01	Oh, yeah.	N
188	00:12:01	00:12:04	Spiked temp, vomiting, lower GI problems, the works.	N
189	00:12:04	00:12:07	Smoking gun.	N
190	00:12:46	00:12:49	I mean, I don't get it.	N
191	00:12:49	00:12:54	She's not even slated to work she comes in on her day off and she gets to work solo.	N
192	00:12:54	00:12:57	You still harping on the solo thing?	N
193	00:12:57	00:13:00	You know every time you work with me you learn something.	N
194	00:13:03	00:13:05	Is that right? Yes.	N
195	00:13:05	00:13:07	I live here. Why can't I go in?	N
196	00:13:07	00:13:09	I want to see my father.	N
197	00:13:09	00:13:12	I'm Cal's ex-wife, Jeri Newman and this is our son Max.	Y
198	00:13:12	00:13:14	We have the right to an answer.	Y
199	00:13:14	00:13:16	And we have a right to protect the crime scene.	N
200	00:13:16	00:13:18	What's going on?	N
201	00:13:18	00:13:21	I can't tell you anything until I get all the details.	Y
202	00:13:21	00:13:22	I'm sorry.	N
203	00:13:22	00:13:23	Catherine?	N
204	00:13:27	00:13:32	We need someone to identify the body.	N
205	00:13:32	00:13:33	Ms. Newman.	Y
206	00:13:33	00:13:35	Would you come with me, please?	Y
207	00:13:35	00:13:37	What about me?	N
208	00:13:37	00:13:38	Uh, no, honey.	N
209	00:13:38	00:13:40	You stay right here.	N
210	00:13:43	00:13:45	No skin separation.	N
211	00:13:45	00:13:46	Minimal gaseous buildup.	N
212	00:13:46	00:13:48	This guy's been in here under 12 hours.	N
213	00:13:48	00:13:51	00.	N
214	00:13:51	00:13:52	It's about right.	N
215	00:13:58	00:14:00	What is that, some kind of filter?	N
216	00:14:00	00:14:02	It's an anti-vortex filter.	N
217	00:14:03	00:14:05	Hey, I'm from Jersey, we swim at the shore.	N
218	00:14:06	00:14:10	It's designed to keep his hand out of that pipe.	N
219	00:14:10	00:14:12	But it's missing a few screws.	N
220	00:14:14	00:14:18	Ms. Newman, is this your ex-husband?	Y
221	00:14:20	00:14:21	It's Cal.	N
222	00:14:35	00:14:36	Virtual tour.	N
223	00:14:36	00:14:37	Right on, Archie.	N
224	00:14:37	00:14:41	Before and after photos of the crime scene.	N
225	00:14:41	00:14:43	Thank you, thank you very much.	N
226	00:14:43	00:14:47	It was on the hard drive of the computer you got at the crime scene.	N
227	00:14:47	00:14:50	Looks like a Peter Croft sculpture.	N
228	00:14:50	00:14:52	You know your art. You a collector?	N
229	00:14:52	00:14:53	What? On my salary?	N
230	00:14:53	00:14:56	Guggenheim's as close as I get to something like that.	N
231	00:14:57	00:14:58	Oh, I haven't been yet.	N
232	00:14:58	00:14:59	Really?	N
233	00:14:59	00:15:02	Well, if you want a tour, I know a docent.	N
234	00:15:02	00:15:04	A docent.	N
235	00:15:04	00:15:05	So, you think that's legit?	N
236	00:15:06	00:15:08	House like this, probably not a knock-off.	N
237	00:15:09	00:15:10	You'd be surprised.	N
238	00:15:10	00:15:12	The rich go cheap to stay rich, know what I mean?	N
239	00:15:12	00:15:14	Yeah. Let me show you the after photos.	N
240	00:15:14	00:15:16	Please.	N
241	00:15:16	00:15:18	Same spot.	N
242	00:15:18	00:15:20	And, uh, what happened to the sculpture?	N
243	00:15:20	00:15:22	Good question.	N
244	00:15:22	00:15:24	You saying somebody lifted it?	N
245	00:15:24	00:15:26	Well, they don't call them open houses for nothing.	N
246	00:15:26	00:15:29	Put your house on the market your privacy's up for grabs, too.	N
247	00:15:29	00:15:34	The Newmans unlocked their door to anybody with Internet access.	N
248	00:15:38	00:15:39	Soccer bunnies?	N
249	00:15:39	00:15:41	What are soccer bunnies?	N
250	00:15:41	00:15:43	Well, each cheerleader is assigned a soccer player.	N
251	00:15:43	00:15:44	She's his bunny.	N
252	00:15:44	00:15:49	Gives him gifts the night before the big game places his wake-up call.	N
253	00:15:49	00:15:50	Sounds sexual.	N
254	00:15:50	00:15:53	Yeah, that's what I asked the principal but he said no.	N
255	00:15:53	00:15:55	He said that, uh it's all good, clean fun.	N
256	00:15:55	00:16:00	Gifts are inspirational videos like, uh, Rocky and wake-up calls are pep talks, nothing more.	N
257	00:16:00	00:16:04	Yeah, well, I'm not sure the principal's up to speed on teenagers' sexual habits.	N
258	00:16:04	00:16:07	Yeah, well, victim Mandy was soccer bunny to a Chuck Darwell.	N
259	00:16:08	00:16:14	And when I called him on his cell this morning he said that he hooked up with Mandy after every game except last night.	N
260	00:16:14	00:16:16	Said he hadn't seen her last night.	N
261	00:16:16	00:16:18	He in class? Hospital.	N
262	00:16:18	00:16:20	Got rushed there two minutes ago.	N
263	00:16:24	00:16:26	I bet I know why.	N
264	00:16:31	00:16:32	No surprise here.	N
265	00:16:32	00:16:33	He drowned.	N
266	00:16:33	00:16:37	We found his right hand caught in a pool filter.	N
267	00:16:37	00:16:40	Lack of bruising, no bleeding wounds.	N
268	00:16:41	00:16:45	Indicates his circulatory system had stopped.	N
269	00:16:45	00:16:47	This was postmortem.	N
270	00:16:53	00:16:57	Any significance to the marks on his chest?	N
271	00:16:57	00:16:58	Uh, don't know. Not a rash.	N
272	00:16:58	00:17:00	Some kind of abrasion.	N
273	00:17:00	00:17:03	Maybe even a friction burn.	N
274	00:17:03	00:17:04	Definitely peri-mortem.	N
275	00:17:04	00:17:10	X-rays reveal several broken ribs and he's got a bruise on his forehead.	N
276	00:17:10	00:17:12	He could have taken a bad fall.	N
277	00:17:12	00:17:14	Or he could have been beaten.	N
278	00:17:14	00:17:16	Maybe.	N
279	00:17:16	00:17:17	How about the new wife?	N
280	00:17:19	00:17:24	No physical findings for sexual assault though I did send a kit to DNA.	N
281	00:17:24	00:17:27	Looks like cause of death was a single gunshot to the head.	N
282	00:17:27	00:17:29	I'll know more later.	N
283	00:17:29	00:17:31	You always tell me that.	N
284	00:17:31	00:17:32	Yes, I do.	N
285	00:17:32	00:17:35	Depth of bruising gives us a timeline.	N
286	00:17:35	00:17:41	Apparent thumbprint on her neck came first the, uh, prints on her hands second.	N
287	00:17:41	00:17:43	Major impression on top.	N
288	00:17:43	00:17:48	It's some kind of recoil bruise on her palm.	N
289	00:17:49	00:17:51	She didn't shoot herself.	N
290	00:17:53	00:17:55	She had help.	N
291	00:17:56	00:18:00	Of course, no house is complete without a pool.	N
292	00:18:02	00:18:04	Why live in Vegas if you don't have a pool?	N
293	00:18:06	00:18:10	Mm, water's warm.	N
294	00:18:10	00:18:14	You want to come by and take a dip?	N
295	00:18:14	00:18:15	Quite the saleswoman.	N
296	00:18:15	00:18:20	Come on, take a...	N
297	00:18:20	00:18:23	It's got to be a fantasy of yours, huh?	N
298	00:18:23	00:18:25	Huh, double feature.	N
299	00:18:26	00:18:29	You know you want this.	N
300	00:18:29	00:18:31	Blam.	N
301	00:18:32	00:18:33	You can say that again.	N
302	00:18:33	00:18:34	Blam.	N
303	00:18:34	00:18:36	Down, boys.	N
304	00:18:39	00:18:43	I probably should even be saying this, but, uh...	N
305	00:18:43	00:18:50	sex is on my mind all the time.	N
306	00:18:50	00:18:53	Hey, Archie, freeze it.	N
307	00:18:53	00:18:55	And, uh...	N
308	00:18:55	00:18:56	Who's that in the background?	N
309	00:18:56	00:18:57	Hmm?	N
310	00:18:57	00:19:01	Oh, that guy in the mirror. Good.	N
311	00:19:01	00:19:03	Archie, help us out.	N
312	00:19:03	00:19:05	Yup, I got him.	N
313	00:19:05	00:19:06	Nice.	N
314	00:19:10	00:19:12	Hey this is the broker.	N
315	00:19:12	00:19:14	I just did a background check on that guy.	N
316	00:19:14	00:19:17	Half a dozen robberies in the houses he has listed.	N
317	00:19:17	00:19:19	Art, antiques, stuff like that.	N
318	00:19:19	00:19:22	Like the Peter Croft sculpture.	N
319	00:19:22	00:19:23	Exactly.	N
320	00:19:23	00:19:28	Looks like Augie was helping himself to a little bit more than the artwork.	N
321	00:19:30	00:19:31	I understand, Mr. Darwell.	N
322	00:19:31	00:19:33	Have your son's wisdom teeth come in yet?	N
323	00:19:33	00:19:34	What?	N
324	00:19:35	00:19:38	Whoever killed Amanda Kirk ingested her organs, Mr. Darwell. Left teeth marks.	N
325	00:19:38	00:19:40	Excuse me.	N
326	00:19:40	00:19:42	Hi, uh, Chuck, I'm with the crime lab.	N
327	00:19:42	00:19:44	I'm going to ask you to show me your back teeth.	N
328	00:19:44	00:19:47	Give us an odontological impression.	N
329	00:19:48	00:19:50	I didn't see Mandy last night, I swear.	N
330	00:19:50	00:19:53	You have no legal right to question or to touch my son.	N
331	00:19:53	00:19:54	I want you out of here.	N
332	00:19:54	00:19:56	Now.	N
333	00:19:56	00:19:57	Is that stomach contents?	N
334	00:19:57	00:19:59	That's right, officer.	N
335	00:20:01	00:20:03	Anything he throw up no longer belongs to him.	N
336	00:20:03	00:20:04	PD, public domain.	N
337	00:20:05	00:20:07	It's going to tell us everything we need to know.	N
338	00:20:07	00:20:09	Look, anyone could have lifted that Peter Croft.	N
339	00:20:09	00:20:11	I thought this was about murder.	N
340	00:20:11	00:20:12	Oh, it is.	N
341	00:20:13	00:20:14	Excuse me.	N
342	00:20:14	00:20:16	Yeah?	N
343	00:20:16	00:20:17	Hey, yeah...	N
344	00:20:17	00:20:18	Hey, can I call you back?	N
345	00:20:19	00:20:21	Okay, then.	N
346	00:20:21	00:20:22	Bye-bye.	N
347	00:20:22	00:20:24	I'm sorry, where were we?	N
348	00:20:24	00:20:25	The tape.	N
349	00:20:25	00:20:29	It wasn't anybody's face on that tape, it was your face.	N
350	00:20:29	00:20:31	I recorded their house for the virtual tour.	N
351	00:20:31	00:20:33	That's what I do to sell houses.	N
352	00:20:33	00:20:37	Selling house as a front for porno a little blackmail on the side.	N
353	00:20:37	00:20:38	What are you talking about?	N
354	00:20:38	00:20:39	I have done nothing wrong.	N
355	00:20:39	00:20:41	Oh, you're innocent in all this?	N
356	00:20:41	00:20:45	I admit to having lust in my heart.	N
357	00:20:45	00:20:47	Lust doesn't live in your heart.	N
358	00:20:49	00:20:51	I'm going to need that DNA sample.	N
359	00:20:51	00:20:53	Well, my DNA is your DNA.	N
360	00:20:53	00:20:54	Great.	N
361	00:20:54	00:21:00	Look, for what it's worth I can tell you at least one guy other than her husband that saw Monica in the buff on a weekly basis.	N
362	00:21:00	00:21:01	Say, ah.	N
363	00:21:01	00:21:02	Ah.	N
364	00:21:03	00:21:05	You must get a lot of ass on a job like this, huh?	N
365	00:21:05	00:21:07	I'm the pool guy, it's one of the perks of the job.	N
366	00:21:07	00:21:10	One minute I'm scooping leaves the next I'm staring at...	N
367	00:21:10	00:21:11	Yeah, I get it.	N
368	00:21:12	00:21:16	The last time you were there did you happen to see anything out of the ordinary?	N
369	00:21:17	00:21:18	What? You mean sexual?	N
370	00:21:18	00:21:19	Maybe.	N
371	00:21:19	00:21:21	No.	N
372	00:21:21	00:21:22	But, uh...	N
373	00:21:22	00:21:23	Newman had a temper.	N
374	00:21:23	00:21:26	He and his kid Max were always going at it.	N
375	00:21:26	00:21:28	What are these, huh?	N
376	00:21:28	00:21:29	Where did you get these?!	N
377	00:21:29	00:21:34	I thought the old man was going to beat his ass but... Newman just screamed some more and took off.	N
378	00:21:34	00:21:37	You mind if I take a look in your cab?	N
379	00:21:37	00:21:38	Sure.	N
380	00:21:57	00:21:59	Well, that's a coincidence.	N
381	00:21:59	00:22:03	Newman's anti-vortex filter was missing three screws.	N
382	00:22:03	00:22:04	I can explain, okay?	N
383	00:22:04	00:22:08	I remove them screws from the filter so I'd have an excuse to go back.	N
384	00:22:09	00:22:10	Oh, you mean, like, a leave-behind?	N
385	00:22:10	00:22:12	Yeah, I figured the more I was around...	N
386	00:22:12	00:22:13	The more she'd want you.	N
387	00:22:13	00:22:14	Oh, yeah.	N
388	00:22:14	00:22:17	Well, the lab wants more of you, too.	N
389	00:22:17	00:22:21	We're going to need your fingerprints and a DNA sample.	N
390	00:22:21	00:22:23	Take whatever you want, I've got nothing to hide.	N
391	00:22:34	00:22:36	Anything from the pool?	N
392	00:22:36	00:22:39	Some hairs, I may have found a filling.	N
393	00:22:41	00:22:44	Tributlyltin oxide, aluminum sulfate quaternary ammonium.	N
394	00:22:44	00:22:48	Chemicals in the vic's lungs match the chemicals in the pool water.	N
395	00:22:48	00:22:50	Anything from his head wound?	N
396	00:22:50	00:22:51	Trace matches the side of the pool.	N
397	00:22:51	00:22:54	No surprises.	N
398	00:22:56	00:22:58	Mildew.	N
399	00:22:58	00:23:00	Hmm?	N
400	00:23:00	00:23:01	Aureobasidium pullulans.	N
401	00:23:01	00:23:05	One of the very few fungi that can withstand the desert temperature.	N
402	00:23:05	00:23:07	Gives us possible transfer.	N
403	00:23:08	00:23:11	Exactly. and here's the basic chemistry of the transfer.	N
404	00:23:11	00:23:21	Add sugar water spoiled from the heat mix in some human biofilm you got yourself an all-you-can-eat mildew buffet.	N
405	00:23:21	00:23:23	Cal Newman wore size tens.	N
406	00:23:23	00:23:25	So assuming our killer wore the size 12...	N
407	00:23:25	00:23:29	He may have transferred mildew from the pool to the house.	N
408	00:23:29	00:23:33	Normally I don't like to speak ill of the dead but, uh, Mr. Newman's sperm had company.	N
409	00:23:33	00:23:34	Bad company.	N
410	00:23:34	00:23:36	Look at D7.	N
411	00:23:36	00:23:37	Three alleles.	N
412	00:23:37	00:23:40	Genetics only gives you one from each parent.	N
413	00:23:40	00:23:43	Which can only mean one thing-- Menage d'allele.	N
414	00:23:43	00:23:45	She was cheating on her husband.	N
415	00:23:45	00:23:46	What about stutter?	N
416	00:23:46	00:23:48	Percentage is too high.	N
417	00:23:48	00:23:51	We're looking at a minor and a major sample.	N
418	00:23:51	00:23:52	Minor donor?	N
419	00:23:52	00:23:53	The husband.	N
420	00:23:53	00:23:54	Major donor?	N
421	00:23:54	00:23:55	Pool man.	N
422	00:23:55	00:23:56	Nope.	N
423	00:23:56	00:23:57	The broker?	N
424	00:23:58	00:23:58	Ibid.	N
425	00:23:58	00:24:01	Major donor is still unaccounted for.	N
426	00:24:08	00:24:10	How's it coming?	N
427	00:24:10	00:24:12	Good. I'm almost there. Hang on.	N
428	00:24:12	00:24:14	Sometime this year.	N
429	00:24:17	00:24:20	Okay, I think that's the angle.	N
430	00:24:20	00:24:22	All right, where do I stand?	N
431	00:24:22	00:24:24	Back up.	N
432	00:24:24	00:24:25	Keep going.	N
433	00:24:25	00:24:27	Keep going. Big steps?	N
434	00:24:27	00:24:28	Little steps?	N
435	00:24:28	00:24:29	Big. Keep going.	N
436	00:24:29	00:24:30	Keep going.	N
437	00:24:30	00:24:32	I go any further, I'll be in the closet.	N
438	00:24:32	00:24:34	Well, go in the closet.	N
439	00:24:37	00:24:39	Oh, you got to be kidding me.	N
440	00:24:39	00:24:40	What?	N
441	00:24:40	00:24:43	How's this?	N
442	00:24:43	00:24:45	What the hell is that?	N
443	00:24:53	00:24:56	These slime will do anything to sell a house, huh?	N
444	00:24:56	00:24:58	Sometimes, reflections beget reflections.	N
445	00:24:59	00:25:04	I figured if I could get a glimpse of the Augie cutout maybe I could get a glimpse of the cameraman.	N
446	00:25:05	00:25:06	Check out the lamp.	N
447	00:25:23	00:25:24	Her stepson, Max.	N
448	00:25:24	00:25:28	Did you get any DNA off the cigarette butts?	N
449	00:25:28	00:25:30	Yeah, we did.	N
450	00:25:30	00:25:35	So, let's get Greg to compare the reference sample and see if we found our major donor.	N
451	00:25:51	00:25:54	Driving someone else's porcelain bus?	N
452	00:25:54	00:25:57	Suspect's dinner from last night.	N
453	00:25:57	00:25:59	The coroner left this in your mail slot.	N
454	00:25:59	00:26:01	Can you read it for me?	N
455	00:26:04	00:26:06	What's this look like, Greg?	N
456	00:26:06	00:26:07	Uh, Caesar salad.	N
457	00:26:07	00:26:12	Oh, and Pele used an interesting dressing.	N
458	00:26:12	00:26:13	PCP.	N
459	00:26:13	00:26:16	Angel dust. Hallucinogen.	N
460	00:26:16	00:26:17	Well, it acts like one.	N
461	00:26:21	00:26:22	Disassociative anesthetic.	N
462	00:26:22	00:26:24	Brain disassociates from the body.	N
463	00:26:24	00:26:26	Yeah, after it takes you through the paces.	N
464	00:26:26	00:26:27	How many milligrams?	N
465	00:26:27	00:26:29	Uh... 20.	N
466	00:26:29	00:26:31	Dude's dose was off the charts.	N
467	00:26:31	00:26:33	I'm surprised he's still alive.	N
468	00:26:33	00:26:34	Yeah.	N
469	00:26:34	00:26:37	Too bad everybody didn't make it.	N
470	00:26:44	00:26:47	Tell me this is raw chicken skin.	N
471	00:26:49	00:26:54	Well, it's raw... and it's definitely skin.	N
472	00:27:00	00:27:02	My son was nowhere near that pool.	Y
473	00:27:02	00:27:03	He was at...	N
474	00:27:03	00:27:04	Red Rock Canyon. A field trip.	N
475	00:27:04	00:27:06	Oh, I'm getting that.	N
476	00:27:06	00:27:08	What I'm not getting is this.	N
477	00:27:10	00:27:12	Oh, now, this is disgusting.	N
478	00:27:13	00:27:17	Look, whatever Cal wanted to do behind closed doors, that was his business.	N
479	00:27:17	00:27:19	This is not for my eyes or for his eyes.	Y
480	00:27:20	00:27:23	This is not the first time, is it, Max?	N
481	00:27:31	00:27:33	Can I plead the Fifth or something?	N
482	00:27:33	00:27:39	Max we found two sperm donors on the sample from your stepmother.	N
483	00:27:39	00:27:41	Your father's and yours.	N
484	00:27:41	00:27:43	Now I know why you were spending all that time at your father's.	Y
485	00:27:43	00:27:45	Mom, look, I...	N
486	00:27:48	00:27:49	Mom...	Y
487	00:27:50	00:27:51	I don't want to hear a word from you.	Y
488	00:27:51	00:27:55	Well, let me lay it out for you.	Y
