	start	end	text	label
122	00:09:26	00:09:28	Did the governess kill the little boy, or did the ghost do it?	N
123	00:09:28	00:09:31	Well, it's only a mystery if you believe in ghosts.	N
124	00:09:33	00:09:36	End threads are stripped.	N
125	00:09:36	00:09:37	Means the nuts were loose.	N
126	00:09:37	00:09:40	Excessive play on the screws would've worn down the threads.	N
127	00:09:40	00:09:42	And the nuts would've popped off.	N
128	00:09:47	00:09:50	Nuts don't just pop off by themselves.	Y
129	00:09:53	00:09:55	We got tool marks.	N
130	00:09:55	00:09:59	Vertical striations, evenly spaced.	Y
131	00:09:59	00:10:01	Could've been a pipe wrench.	Y
132	00:10:01	00:10:05	Maybe whoever maintains the roller coaster uses a pipe wrench to tighten the nuts.	N
133	00:10:05	00:10:09	Or whoever loosened the nuts screwed up.	Y
134	00:10:19	00:10:23	It's Tessa.	Y
135	00:10:23	00:10:26	I don't understand.	Y
136	00:10:28	00:10:29	How could this...?	Y
137	00:10:34	00:10:36	My baby.	N
138	00:10:39	00:10:42	I'm very sorry.	Y
139	00:10:43	00:10:46	She's beautiful, isn't she?	Y
140	00:10:48	00:10:54	Ma'am, the coroner believes that Tessa died over 24 hours ago.	Y
141	00:10:54	00:10:56	Had you reported her missing?	N
142	00:10:58	00:11:02	Couple nights a week, she'd sleep at her friend Carrie's.	Y
143	00:11:02	00:11:06	There's just the two of us.	Y
144	00:11:06	00:11:09	I'm a waitress. Work nights.	N
145	00:11:09	00:11:11	That way I can...	N
146	00:11:11	00:11:16	make her breakfast and be there when she gets home from school.	Y
147	00:11:17	00:11:20	When was the last time that you saw her?	Y
148	00:11:20	00:11:22	Yesterday morning.	N
149	00:11:22	00:11:26	00.	N
150	00:11:26	00:11:29	We made pancakes.	Y
151	00:11:30	00:11:33	I packed her lunch and kissed her good-bye.	N
152	00:11:37	00:11:42	When she didn't come home from school, I just figured she was at Carrie's.	Y
153	00:11:45	00:11:51	I should have called, but I didn't want to be a nag.	N
154	00:11:54	00:11:56	I want to see her.	Y
155	00:11:58	00:12:04	Officer, could you please escort Ms. Press... to the morgue.	Y
156	00:12:20	00:12:24	When's the last time you went 24 hours without talking to Lindsey?	N
157	00:12:24	00:12:26	A single mother, working nights.	N
158	00:12:26	00:12:30	I'm just saying, she didn't check on her own kid, you know?	N
159	00:12:30	00:12:34	Ah, you do the best you can.	N
160	00:12:34	00:12:36	Introductions.	N
161	00:12:38	00:12:39	Shelly Hoffman, 25.	N
162	00:12:39	00:12:42	Cause of death-- lacerated ventricle.	N
163	00:12:42	00:12:43	Noah Nuland, 15.	N
164	00:12:44	00:12:46	C.O.D.-- head contusion.	Y
165	00:12:46	00:12:49	The swelling of the brain killed him within minutes.	N
166	00:12:49	00:12:53	Now, Gary Clodfelter died of shock.	N
167	00:12:53	00:12:55	His wife, May, exsanguinated.	N
168	00:12:55	00:13:00	And their son, Cameron-- another head contusion.	N
169	00:13:00	00:13:03	What about this guy?	N
170	00:13:03	00:13:04	Jim Nevins, 20.	N
171	00:13:04	00:13:06	Park employee.	N
172	00:13:06	00:13:09	Died from a temporal herniation.	N
173	00:13:09	00:13:14	Impact to the head caused the brain to swell, which, in turn, put pressure on the brain stem.	N
174	00:13:14	00:13:19	According to the ride operator, there were only five passengers on the roller coaster, and no employees.	N
175	00:13:19	00:13:22	Right. So...	N
176	00:13:22	00:13:25	maybe Nevins was just an unfortunate bystander.	N
177	00:13:25	00:13:28	Hit in the head by a falling roller coaster.	N
178	00:13:28	00:13:30	The Chicken Little theory?	N
179	00:13:30	00:13:31	But here's the hitch.	N
180	00:13:32	00:13:34	The others died roughly ten hours ago.	N
181	00:13:34	00:13:37	Mr. Nevins' rigor mortis is fixed.	N
182	00:13:37	00:13:43	Body temp puts the time of his death approximately 16 hours before the others-- 00 A.M.	N
183	00:13:46	00:13:51	Albert... dead men don't ride roller coasters.	N
184	00:13:56	00:13:59	We're going to need to see the underside of the loading platform.	N
185	00:13:59	00:14:00	Oh, follow me.	N
186	00:14:00	00:14:04	Rumor has it the park's going to shut down Pharaoh's Fever for good.	N
187	00:14:04	00:14:05	You know anything about that?	N
188	00:14:05	00:14:07	No.	N
189	00:14:07	00:14:09	Newspaper called it a death trap.	N
190	00:14:09	00:14:11	An accident waiting to happen.	N
191	00:14:11	00:14:12	You disagree with that?	N
192	00:14:12	00:14:16	Well, she's old and wrinkled, but I took good care of her.	N
193	00:14:20	00:14:21	Uh, Woody?	N
194	00:14:22	00:14:23	We'd like to be alone.	N
195	00:14:25	00:14:26	Holler if you need anything.	N
196	00:14:48	00:14:51	Well, easy access.	N
197	00:14:51	00:14:54	Wheels are in reach.	N
198	00:14:54	00:14:57	Anyone could have loosened the nuts from down here.	N
199	00:14:57	00:15:00	Check this out.	N
200	00:15:00	00:15:02	Is that lubricant, maybe?	N
201	00:15:02	00:15:03	It's a funny place for lubricant.	N
202	00:15:03	00:15:04	It's not even on the track.	N
203	00:15:04	00:15:06	I'll swab it.	N
204	00:15:12	00:15:15	Hey, look at that.	N
205	00:15:17	00:15:19	That's worse than just a wrinkle.	N
206	00:15:19	00:15:21	It's got a support beam under it.	N
207	00:15:21	00:15:22	It's just a cosmetic problem.	N
208	00:15:22	00:15:24	Sir, you need to step away.	N
209	00:15:24	00:15:26	We need some time.	N
210	00:15:26	00:15:29	This is an active investigation.	N
211	00:15:29	00:15:33	Were you aware that that support beam was detached?	N
212	00:15:33	00:15:34	Well, hell, yeah.	N
213	00:15:34	00:15:36	Fixed it a half dozen times this year.	N
214	00:15:36	00:15:37	It's in my maintenance log.	N
215	00:15:37	00:15:41	But like I said, that cross bar is supported by the metal beam.	N
216	00:15:41	00:15:45	But since my hours were cut back last November, I've had to prioritize my fix-ums.	N
217	00:15:45	00:15:47	Hmm.	N
218	00:15:47	00:15:51	Woody, we'd like to requisition your pipe wrench.	N
219	00:15:51	00:15:53	It's, uh, not technically mine.	N
220	00:15:53	00:15:55	Are you the only one that uses it?	N
221	00:15:55	00:15:58	Yeah, but it's the property of the park.	N
222	00:15:58	00:16:00	Well, I promise we'll get it back to you.	N
223	00:16:04	00:16:06	Thank you.	N
224	00:16:07	00:16:09	Yeah?	N
225	00:16:09	00:16:12	I'm processing the dead park employee's clothing.	N
226	00:16:12	00:16:15	The shirt and the pants are covered in red fibers.	N
227	00:16:15	00:16:17	Anything distinctive?	N
228	00:16:17	00:16:21	Well, they're trilobal.	N
229	00:16:21	00:16:22	Very good.	N
230	00:16:22	00:16:23	Thanks, Nick.	N
231	00:16:23	00:16:29	Well, we need to find a car with a red interior.	N
232	00:16:29	00:16:31	Hi.	N
233	00:16:33	00:16:35	The roller coaster broke into 106 parts.	N
234	00:16:35	00:16:37	I just logged the final piece.	N
235	00:16:37	00:16:39	Good work.	N
236	00:16:39	00:16:42	I found something a little unusual, for a roller coaster.	N
237	00:16:47	00:16:50	Not a sailor, but a...	N
238	00:16:50	00:16:52	Semen?	N
239	00:16:52	00:16:53	Sex on the roller coaster?	N
240	00:16:54	00:16:56	Or some kid shaking hands with Shorty.	N
241	00:16:58	00:17:05	The release of epinephrine and adrenaline while riding a roller coaster can produce a stimulatory effect.	N
242	00:17:05	00:17:07	It enhances ejaculation.	N
243	00:17:07	00:17:10	Right. But is it probative to our investigation?	N
244	00:17:10	00:17:15	Well, um, why don't you swab a sample, and you can tell us.	N
245	00:17:15	00:17:18	Greg, do we know who the R.O. of this T-Bird is?	N
246	00:17:18	00:17:19	Uh...	N
247	00:17:19	00:17:21	Jim Nevins.	N
248	00:17:21	00:17:23	The dead employee.	N
249	00:17:23	00:17:26	I didn't realize the cars were relevant to our investigation.	N
250	00:17:26	00:17:30	Everything's relevant Greg, until it's not.	N
251	00:17:36	00:17:38	Grissom.	N
252	00:17:43	00:17:45	Take a look at this.	N
253	00:17:45	00:17:47	A pipe wrench.	Y
254	00:17:50	00:17:52	Blood.	Y
255	00:17:52	00:17:54	Greg, may I?	Y
256	00:18:01	00:18:04	Blood pool.	Y
257	00:18:04	00:18:07	Camouflaged by the red carpet.	Y
258	00:18:07	00:18:10	That explains the autopsy findings.	N
259	00:18:10	00:18:13	Nevins may have never been in the roller coaster.	Y
260	00:18:13	00:18:17	Possibly killed by that wrench and stuffed in his own trunk.	Y
261	00:18:17	00:18:18	And, uh, then what?	Y
262	00:18:18	00:18:24	A renegade roller coaster comes along 16 hours later, and propels Nevin's body from the trunk to the blacktop?	Y
263	00:18:24	00:18:25	I'm just following the evidence.	N
264	00:18:26	00:18:31	I'll call Brass, see if he can find an eyewitness that can place the car in the parking lot at the time of Nevin's death.	Y
265	00:18:35	00:18:38	Uh, so, Woody said that I might be able to help you with your investigation.	Y
266	00:18:38	00:18:41	Zack, you close up shop at the Sphinx at night.	N
267	00:18:41	00:18:42	Yeah, Monday to Friday.	N
268	00:18:42	00:18:43	00.	N
269	00:18:44	00:18:47	00, and then I head over to the park.	N
270	00:18:47	00:18:48	00.	N
271	00:18:48	00:18:54	Did you notice any cars in the parking lot after closing on Thursday night?	N
272	00:18:54	00:18:57	Jimmy Nevins. His red T-Bird was out there.	N
273	00:18:57	00:18:58	Oh, you know Jimmy?	N
274	00:18:58	00:19:00	Yeah, sure; pretty cool guy.	N
275	00:19:00	00:19:01	Worked the bumper cars.	N
276	00:19:01	00:19:05	I still can't believe what happened, you know?	N
277	00:19:05	00:19:09	I mean, I must have rode that coaster, like, 100 times, maybe more.	N
278	00:19:09	00:19:12	Anyway, sometimes Jimmy stayed after closing.	N
279	00:19:12	00:19:14	Why?	N
280	00:19:14	00:19:21	Look, I'm not trying to get anybody in trouble, but occasionally, Jimmy would take his... dates for rides on The Fever, you know?	N
281	00:19:21	00:19:23	Everybody knew about it. It was really no big deal.	N
282	00:19:23	00:19:26	Do you happen to know the name of his date on Thursday night?	N
283	00:19:26	00:19:28	No, sorry.	N
284	00:19:28	00:19:30	How did Jimmy get access to the park?	N
285	00:19:30	00:19:33	I mean, all the power is shut down at night.	N
286	00:19:33	00:19:37	The same key that opens up the men's room door opens up all the power boxes at the park.	N
287	00:19:37	00:19:38	No kidding.	N
288	00:19:38	00:19:40	It's just hanging outside Woody's office.	N
289	00:19:40	00:19:42	What about security?	N
290	00:19:42	00:19:45	Nope. Night guy got laid off.	N
291	00:19:45	00:19:46	Budget cuts last winter.	N
292	00:19:46	00:19:50	It's not like anybody's going break into an amusement park and steal a coaster, you know?	N
293	00:19:51	00:19:53	X-rayed Tessa's neck.	N
294	00:19:53	00:19:59	Blade appears to have perforated her fifth cervical intervertebral disc, lacerating the spinal cord.	N
295	00:20:01	00:20:06	Type of trauma suggests we're looking at asphyxia due to diaphragmatic paralysis.	N
296	00:20:09	00:20:13	It looks like there's soil inside of her wound.	N
297	00:20:13	00:20:15	Well, we did find her outside.	N
298	00:20:15	00:20:18	Right.	N
299	00:20:18	00:20:21	Should be soil around the wound.	N
300	00:20:21	00:20:25	And on the wound, but not inside of it.	N
301	00:21:37	00:21:39	Oh, I am the man.	N
302	00:21:39	00:21:41	Are you?	N
303	00:21:41	00:21:45	I microsilled the pipe wrenches you and Sara turned into evidence.	N
304	00:21:45	00:21:48	I excluded Woody's wrench.	N
305	00:21:48	00:21:51	Take a look at the tool marks from the wrench found in the T-bird.	N
306	00:21:51	00:21:52	On the left, the sabotaged nut.	N
307	00:21:52	00:21:55	On the right, the test marks.	N
308	00:21:55	00:21:57	Perfect match.	N
309	00:21:57	00:21:58	I have a theory.	N
310	00:21:58	00:22:01	Maybe Jim Nevins sabotaged the roller coaster.	N
311	00:22:06	00:22:11	When he left the park, someone attacked him, grabbed his wrench and hit him over the head with it.	N
312	00:22:18	00:22:19	Did you any prints off the wrench?	N
313	00:22:19	00:22:20	I got a partial.	N
314	00:22:21	00:22:22	And I had a tech print the T-Bird.	N
315	00:22:22	00:22:25	Found two sets of prints on the trunk's lid.	N
316	00:22:25	00:22:30	One belonged to the vic, the other unknown, but it did match the partial.	N
317	00:22:32	00:22:38	That semen from the coaster's cab was just processed in my lab.	N
318	00:22:38	00:22:40	All I can say is, Nevins was a cad.	N
319	00:22:41	00:22:43	Semen match the dead guy's?	N
320	00:22:43	00:22:48	Yup. And Sara spoke to Brass, who says Nevins was known for taking girls on private rides.	N
321	00:22:48	00:22:50	Pharaoh's Fever was his Spanish fly.	N
322	00:22:50	00:22:53	Well, there goes my theory.	N
323	00:22:53	00:22:56	No one tampers with their sex machine.	N
324	00:23:01	00:23:03	Multitrack digital camera snaps photos of all the passengers.	N
325	00:23:03	00:23:07	The park finally sent over their computer, so I'm scanning through the day of the accident.	N
326	00:23:08	00:23:10	Can you go back in time, to the night before?	N
327	00:23:10	00:23:12	Yeah. Why?	N
328	00:23:12	00:23:14	Jim Nevins may have been on that coaster.	N
329	00:23:14	00:23:16	I want to see if anyone was with him.	N
330	00:23:23	00:23:25	Oh. So much for safe sex.	N
331	00:23:25	00:23:27	Who's the girl?	N
332	00:23:27	00:23:28	Reverse one more pic.	N
333	00:23:32	00:23:35	Now, that picture's worth five bucks.	N
334	00:23:35	00:23:39	45 a.m.	N
335	00:23:39	00:23:41	00 a.m.	N
336	00:23:41	00:23:43	We need to find that girl.	N
337	00:23:47	00:23:49	Hey.	N
338	00:23:49	00:23:50	Hey.	N
339	00:23:50	00:23:52	Got your page. What's up?	N
340	00:23:52	00:23:55	Tessa Press took the bus to and from school, not far from here. Mm-hmm.	N
341	00:23:56	00:23:57	I showed her picture to the mini-mart manager.	N
342	00:23:58	00:24:00	She remembers seeing her the day that she was killed.	N
343	00:24:00	00:24:02	Wow.	N
344	00:24:02	00:24:04	This place is crawling with kids.	N
345	00:24:04	00:24:05	She remembers her?	N
346	00:24:05	00:24:09	She says she came in every afternoon and bought a Little Debbie and a soda.	N
347	00:24:09	00:24:11	Have we tracked down her friend, Carrie?	N
348	00:24:11	00:24:18	Officer Ray did speak with Carrie and her parents, and they confirmed that Tessa spent at least two nights a week over their place.	N
349	00:24:18	00:24:20	And was she supposed to sleep over the day that she was killed?	N
350	00:24:20	00:24:21	I don't think they had any kind of a schedule.	N
351	00:24:22	00:24:25	She would just show up, and when she didn't, they'd assumed that she was at home.	N
352	00:24:26	00:24:27	Warrick.	N
353	00:24:27	00:24:29	I've already secured the footage.	N
354	00:24:43	00:24:46	00.	N
355	00:24:47	00:24:49	I heard you were looking for someone.	N
356	00:24:49	00:24:51	Sir, do you recognize this young woman?	N
357	00:24:53	00:24:55	Oh, sure, it's Cleopatra.	N
358	00:24:56	00:24:57	She works in food services.	N
359	00:24:57	00:24:59	Second pyramid on the left.	N
360	00:24:59	00:25:01	Thank you, Woody.	N
361	00:25:10	00:25:11	Hey, can I help you?	N
362	00:25:11	00:25:13	Actually, we're looking for Cleopatra.	N
363	00:25:13	00:25:14	She's on break.	N
364	00:25:14	00:25:16	But can I get you anything?	N
365	00:25:17	00:25:19	No, thanks.	N
366	00:25:24	00:25:26	Quadratic equations?	N
367	00:25:26	00:25:29	That's not easy.	N
368	00:25:29	00:25:31	Glad you think so.	N
369	00:25:31	00:25:32	I have a D average.	N
370	00:25:32	00:25:35	If I fail the final, my family's going to Hawaii without me.	N
371	00:25:35	00:25:36	We're with the crime lab.	N
372	00:25:40	00:25:42	We have some questions.	N
373	00:25:45	00:25:49	I had no idea those cameras worked at night.	N
374	00:25:49	00:25:51	Is your name really Cleopatra?	N
375	00:25:51	00:25:53	Lisa. Lisa Hunt.	N
376	00:25:53	00:25:57	Lisa, you know your friend in this photograph is dead, right?	N
377	00:25:57	00:26:00	Right.	N
378	00:26:00	00:26:02	You don't seem too upset about that.	N
379	00:26:04	00:26:09	Four years ago, when I was a frosh and he was a senior, he was my Jordan Catalano.	N
380	00:26:09	00:26:11	Know what I mean?	N
381	00:26:11	00:26:13	But he didn't know my name.	N
382	00:26:13	00:26:24	So four years later, when I started working here, he's still working here-- total loser, but still really hot-- When and where?	N
383	00:26:24	00:26:26	After hours at the roller coaster.	N
384	00:26:26	00:26:30	I know, I thought the same thing-- Cheez Whiz.	N
385	00:26:30	00:26:32	But, I mean, what the hell?	N
386	00:26:32	00:26:34	I'd never done it on a roller coaster.	N
387	00:26:35	00:26:36	It was your first date.	N
388	00:26:37	00:26:39	You sound like my mother.	N
389	00:26:39	00:26:42	Oh, God, you're not going to tell her, are you?	N
390	00:26:42	00:26:43	I just turned 18.	N
391	00:26:43	00:26:45	There is nothing statutory about it, I swear.	N
392	00:26:45	00:26:50	Lisa, we need to know what the two of you did when you got off the ride.	N
393	00:26:50	00:26:51	We talked.	N
394	00:26:51	00:26:54	I mean, not that he had much to say.	N
395	00:26:55	00:27:01	He offered to drive me home, but I only live a few blocks from here, so I told him I'd huff it.	N
396	00:27:01	00:27:04	Mm, we kissed-- way too much slobber.	N
397	00:27:04	00:27:06	And that was it.	N
398	00:27:06	00:27:08	Was there anyone else around?	N
399	00:27:08	00:27:11	I-I didn't see anybody, but I wasn't really looking.	N
400	00:27:19	00:27:22	I found Tessa.	N
401	00:27:22	00:27:24	Yeah, you're not the only one.	N
402	00:27:24	00:27:25	Yeah.	N
403	00:27:25	00:27:27	Can you enlarge it?	N
404	00:27:37	00:27:39	Yeah, that's me.	N
405	00:27:39	00:27:40	And who's that with you?	N
406	00:27:40	00:27:41	Tessa Press.	N
407	00:27:41	00:27:43	You two were friends?	N
408	00:27:43	00:27:45	We sat next to each other on the bus.	N
409	00:27:45	00:27:47	She was 13.	N
410	00:27:47	00:27:48	How old are you?	N
411	00:27:48	00:27:49	What's that supposed to mean?	N
412	00:27:49	00:27:52	No, Mom, it's okay.	N
413	00:27:52	00:27:54	I-I'm 15.	N
414	00:27:54	00:27:56	I felt sorry for her.	N
415	00:27:56	00:27:57	The girls picked on her.	N
416	00:27:57	00:27:59	Made fun of her frizzy hair, her old clothes.	N
417	00:27:59	00:28:00	Stuff like that.	N
418	00:28:01	00:28:05	She'd sit next to me, and they'd leave her alone.	N
419	00:28:05	00:28:07	In the photo, you're grabbing her arm.	N
420	00:28:07	00:28:08	It wasn't like that.	N
421	00:28:08	00:28:10	I just got my learner's permit.	N
422	00:28:10	00:28:12	My mom was waiting in the car.	N
423	00:28:12	00:28:14	We were just going to get slushies.	N
424	00:28:14	00:28:16	I saw Tessa in the parking lot.	N
425	00:28:16	00:28:17	Hey, Tessa. Hey.	N
426	00:28:17	00:28:18	Henry.	N
427	00:28:18	00:28:20	You want a ride, just door to door?	N
428	00:28:20	00:28:22	No, that's okay.	N
429	00:28:22	00:28:24	Oh, come on. You're not scared to drive with me, are you?	N
430	00:28:24	00:28:27	No, it's okay. I got it.	N
431	00:28:27	00:28:29	She said she was getting a ride from someone else.	N
432	00:28:29	00:28:31	Did she say who?	N
433	00:28:32	00:28:33	No.	N
434	00:28:33	00:28:37	But when we pulled away, I saw her getting into a truck.	N
435	00:28:37	00:28:39	I didn't see the driver.	N
436	00:28:44	00:28:46	I've got a question for you.	N
437	00:28:50	00:28:58	Sorbitol, cetyl alcohol, isopropyl myristate, glyceryl, stearate, PEG-100 stearate, petrolatum, benzylalcohol, titanium dioxide and purified water?	Y
438	00:28:58	00:29:03	Okay, I assume that you've identified the substance we found on the roller coaster track?	N
439	00:29:03	00:29:04	Correct.	N
440	00:29:05	00:29:07	It's doxepin ointment.	N
441	00:29:07	00:29:09	Sounds Klingon, huh?	N
442	00:29:11	00:29:19	Anyway, uh, it's prescribed by doctors to treat dermatological inflammations caused by contact with certain types of plants.	Y
443	00:29:19	00:29:23	Maybe whoever messed with the tracks transferred the ointment when they loosened the wheels.	N
444	00:29:26	00:29:28	Your killer has a rash.	N
445	00:29:28	00:29:31	And we need to catch it.	Y
446	00:29:35	00:29:37	I've been looking for you.	N
447	00:29:37	00:29:38	What's up?	Y
448	00:29:38	00:29:41	Hodges analyzed the trace from inside Tessa's wound.	Y
449	00:29:41	00:29:43	It seems it was ZooDoo.	N
450	00:29:43	00:29:44	Come again.	N
451	00:29:44	00:29:45	Hoof stock.	N
452	00:29:46	00:29:48	It's a combination of feces from rhinos, zebras, and bison.	N
453	00:29:48	00:29:50	You're kidding?	N
454	00:29:50	00:29:53	They say that the smell of wild animal crap keeps the deer away.	Y
455	00:29:53	00:29:55	Who knew?	Y
456	00:29:55	00:29:57	Uh, so can we track the source of...?	Y
457	00:29:58	00:30:01	There is a zoo in Auckland that exports it.	N
458	00:30:01	00:30:05	And there's only one landscaping company in Clark County that imports it-- ADL.	N
