Unnamed: 0	start	end	text	label
166	00:10:13	00:10:15	Oh, yes!	N
167	00:10:15	00:10:18	Well, we got a live one out there.	N
168	00:10:18	00:10:20	I got a cop babysitting him.	N
169	00:10:20	00:10:22	How are you doing?	N
170	00:10:22	00:10:25	Well, are his initials FP?	N
171	00:10:25	00:10:29	No, Dominic Kretzker, why?	N
172	00:10:29	00:10:32	I found this near the point of origin.	N
173	00:10:33	00:10:37	Whoever did this is playing with us.	Y
174	00:10:37	00:10:39	Or he wants to get caught.	Y
175	00:10:45	00:10:47	Hey, it’s me.	N
176	00:10:47	00:10:48	You in the shower? What are you doing?	N
177	00:10:48	00:10:52	Anyway, if you check your messages I don’t have to work till later.	N
178	00:10:52	00:10:56	So I thought since you’re between careers you might want to grab a late...	N
179	00:10:56	00:10:58	breakfast.	N
180	00:11:02	00:11:04	Hey, Nick, what’s up?	N
181	00:11:04	00:11:06	Not a lot. What’s... what’s going on?	N
182	00:11:06	00:11:07	It’s a 4-19.	N
183	00:11:07	00:11:09	Dead prostitute.	N
184	00:11:09	00:11:12	Who’s the decedent?	N
185	00:11:12	00:11:14	Kristine Marie Hopkins.	N
186	00:11:14	00:11:16	Day shift’s got it covered.	N
187	00:11:18	00:11:19	You all right?	N
188	00:11:19	00:11:20	Yeah, I must’ve, uh...	N
189	00:11:20	00:11:21	I must’ve got my wires crossed.	N
190	00:11:21	00:11:22	I’ll see you.	N
191	00:11:22	00:11:24	All right, man.	N
192	00:11:27	00:11:31	All right, you cram this thing here with gunpowder, all right?	N
193	00:11:31	00:11:33	Then you cap it here, and you cap it here.	N
194	00:11:33	00:11:36	Now, the grains inside, all right...	N
195	00:11:36	00:11:39	they’re going to ignite and they’re gonna cause smoke.	N
196	00:11:39	00:11:41	Lots and lots of smoke.	N
197	00:11:41	00:11:44	Now, the problem is is all this smoke here, man, it’s got nowhere to go.	N
198	00:11:44	00:11:47	Okay, it starts cooking, and then...	N
199	00:11:47	00:11:49	Bob’s your uncle... Boom!	N
200	00:11:49	00:11:52	you do know a lot about bombs.	N
201	00:11:52	00:11:53	How’d you learn so much?	N
202	00:11:53	00:11:55	Oh, they don’t teach this stuff at universities.	N
203	00:11:55	00:11:56	You know, this is all trial and error.	N
204	00:11:56	00:12:00	So what, you just, uh, blow up bombs and study them?	N
205	00:12:00	00:12:01	Yeah. Yeah...	N
206	00:12:02	00:12:04	Margaret Finn, Public Defender.	N
207	00:12:04	00:12:06	Cease and desist any conversation with my client.	N
208	00:12:06	00:12:08	I’ve been assigned to you.	N
209	00:12:08	00:12:12	Guess the PD was thinking of all the lawsuits Richard Jewell brought when he was wrongfully accused.	N
210	00:12:12	00:12:15	Someone died in that office building.	N
211	00:12:15	00:12:19	Ma’am, you seem like a very nice person but these people--they’ve been very, very good to me.	N
212	00:12:19	00:12:21	I’m sure they have.	N
213	00:12:21	00:12:24	Dominic, I think you should roll with your attorney.	N
214	00:12:24	00:12:26	Thanks for your help, though.	N
215	00:12:26	00:12:27	All right.	N
216	00:12:27	00:12:28	I’ll see you guys later.	N
217	00:12:28	00:12:29	Listen, do me a favor.	N
218	00:12:29	00:12:33	Will you tell Grissom that if he needs me just call me at home, okay? All right.	N
219	00:12:33	00:12:34	Let’s roll.	N
220	00:12:36	00:12:40	So all this stuff is from a five-meter radius of the point of origin?	N
221	00:12:40	00:12:41	Yep.	N
222	00:12:41	00:12:44	How could the victim possibly have been in one piece?	N
223	00:12:44	00:12:46	Vacuum effect.	N
224	00:12:46	00:12:49	The air is being pushed out so fast...	N
225	00:12:49	00:12:52	and the bomb detonates...	N
226	00:12:52	00:12:54	there’s a calm at the center...	N
227	00:12:58	00:13:02	Calm, huh? Well, except for when he lost his ears.	N
228	00:13:02	00:13:04	Did you figure out what this FP stands for?	N
229	00:13:04	00:13:07	I ran it through ATF’s bomb database.	N
230	00:13:07	00:13:09	No profile.	N
231	00:13:09	00:13:11	So our bomber’s a newbie.	Y
232	00:13:11	00:13:13	Does he fit Grissom’s wack job from the bomb site?	Y
233	00:13:13	00:13:15	Dominic the security guard?	N
234	00:13:15	00:13:17	Ah, it’s too soon to tell.	N
235	00:13:17	00:13:19	I found something interesting.	N
236	00:13:19	00:13:21	What is it?	N
237	00:13:23	00:13:25	Looks like a balance wheel from a clock.	N
238	00:13:25	00:13:26	Bomb was time-delayed.	N
239	00:13:26	00:13:28	This is a piece of the timing device.	N
240	00:13:28	00:13:30	What about the orange stuff?	N
241	00:13:30	00:13:34	Heat of the explosion must’ve melted whatever it is all around the wheel.	N
242	00:13:34	00:13:36	So Sara?	N
243	00:13:36	00:13:39	So what’s orange and melts?	N
244	00:13:39	00:13:41	I would have to investigate that.	N
245	00:13:41	00:13:42	Thank you.	N
246	00:13:42	00:13:44	Hey, guys.	N
247	00:13:44	00:13:45	Can I steal you for a minute?	N
248	00:13:45	00:13:46	I thought this was your day off.	N
249	00:13:46	00:13:47	We’re kind of busy here, Nick.	N
250	00:13:47	00:13:50	Yeah, I know, and I’m sorry, but I don’t think this can wait.	N
251	00:13:50	00:13:52	Okay.	N
252	00:13:56	00:13:59	You told me you weren’t dating her.	N
253	00:13:59	00:14:04	I wasn’t till last night after I broke up her fight with this guy, uh... Jack.	Y
254	00:14:04	00:14:07	And Ecklie’s at her house now.	N
255	00:14:07	00:14:09	Yeah, and I can tell you what he’s going to find.	N
256	00:14:09	00:14:12	My fingerprints, my DNA.	N
257	00:14:12	00:14:14	What were you thinking, Nicky?	N
258	00:14:14	00:14:17	I wasn’t.	N
259	00:14:17	00:14:21	We had a connection, you know?	N
260	00:14:21	00:14:24	Chemistry thing, I guess.	N
261	00:14:24	00:14:27	She was irresistible, man.	N
262	00:14:27	00:14:30	00.	N
263	00:14:30	00:14:31	Ecklie’s going to be all over this.	N
264	00:14:32	00:14:35	Hey, Nick...	N
265	00:14:35	00:14:37	I’m sorry to hear about your friend.	N
266	00:14:37	00:14:39	Who told you?	N
267	00:14:39	00:14:40	Word travels.	N
268	00:14:40	00:14:42	It was the day shift coroner.	N
269	00:14:42	00:14:44	So people know I was with Kristy last night?	N
270	00:14:44	00:14:46	Not yet.	N
271	00:14:46	00:14:49	Maybe I should just go to Ecklie and tell him I was there.	N
272	00:14:49	00:14:53	When you’re a suspect and you’re innocent, you keep your mouth shut.	N
273	00:14:54	00:14:56	I’ll talk to Ecklie.	N
274	00:14:56	00:14:57	Bad idea. You and Ecklie...	N
275	00:14:57	00:14:58	oil and water.	N
276	00:14:58	00:15:00	Just let me get into it.	N
277	00:15:00	00:15:02	I can’t just sit here.	N
278	00:15:02	00:15:04	Okay, go for a walk.	N
279	00:15:04	00:15:07	Maybe you’ll accidentally bump into your guy, Jack?	Y
280	00:15:07	00:15:09	Yeah.	N
281	00:15:09	00:15:12	I.D. him, but don’t approach him.	Y
282	00:15:12	00:15:14	Okay.	N
283	00:15:19	00:15:23	If Nick’s arrested it’s not going to matter that he’s cleared later.	N
284	00:15:23	00:15:25	No, it’s an automatic dismissal.	N
285	00:15:30	00:15:33	25-year-old female Caucasian.	N
286	00:15:33	00:15:38	Liver temp’s indicating time of death at 0600.	N
287	00:15:38	00:15:42	Petichial hemorrhaging, cyanotic tongue.	N
288	00:15:44	00:15:45	Can I help you, Catherine?	N
289	00:15:45	00:15:46	I just want to see the body, David.	N
290	00:15:46	00:15:48	Unless I’m mistaken, this is Ecklie’s case.	N
291	00:15:48	00:15:50	Eyes, no hands.	N
292	00:15:52	00:15:54	Look at those ligature marks.	N
293	00:15:54	00:15:56	Petichials...	N
294	00:15:56	00:15:57	blue tongue, the works.	N
295	00:15:57	00:16:00	Raccoon eyes excoriation around the neck.	N
296	00:16:00	00:16:02	She didn’t give up easy.	N
297	00:16:02	00:16:04	Struggled and strangled.	N
298	00:16:04	00:16:06	Ecklie find the murder weapon?	N
299	00:16:06	00:16:08	I only deal with bodies.	N
300	00:16:08	00:16:10	Did you check for fingerprints on the body?	N
301	00:16:10	00:16:14	Not yet. Half-life of fingerprints on flesh they’re disappearing as we speak.	N
302	00:16:14	00:16:15	Catherine, I like Nick, too.	N
303	00:16:15	00:16:17	I know you’re here for him.	N
304	00:16:17	00:16:19	But what if I lift his prints from her?	N
305	00:16:19	00:16:21	Then that’s what you report.	N
306	00:16:21	00:16:25	Evidence, Doc... all we got.	N
307	00:16:35	00:16:36	Hey.	N
308	00:16:36	00:16:38	Could you find that and turn it off, please?	N
309	00:16:46	00:16:48	Find the clock our guy used?	Y
310	00:16:48	00:16:49	Not yet.	N
311	00:16:49	00:16:50	This is a good choice.	N
312	00:16:50	00:17:08	According to the Bomb Data Center which has a record of every component used in any bomb-- from Ted Kaczynski to teenage boys playing with fireworks-- the most recent timing device of choice is made by TimeTell Snoozewell, $10.99 at any local drugstore.	N
313	00:17:08	00:17:10	You’ve spoiled all my fun.	N
314	00:17:11	00:17:13	Gris, can I get clear on something here?	N
315	00:17:13	00:17:14	Anything’s possible.	N
316	00:17:14	00:17:21	Catherine gave me this FP which was part of the Hansen bomb and I’m supposed to figure out what tool the bomber used to engrave it.	Y
317	00:17:21	00:17:23	You isolate the tool, and then we trace it.	N
318	00:17:23	00:17:27	Yeah, but he could’ve used any number of things to initial it.	N
319	00:17:27	00:17:29	I mean, a screwdriver, a drill bit, a box cutter.	N
320	00:17:29	00:17:30	It’s the same as guns...	N
321	00:17:30	00:17:33	we eliminate them one at a time.	N
322	00:17:33	00:17:34	What are you guys doing?	N
323	00:17:34	00:17:37	We’re going to go blow up some bombs.	N
324	00:17:37	00:17:41	Oh, I definitely got the wrong end of this investigation.	N
325	00:17:41	00:17:44	Alas. Poor Warrick.	N
326	00:18:20	00:18:23	Oh, hey, uh Conrad, Grissom’s in the field.	N
327	00:18:23	00:18:25	I need to speak with him.	N
328	00:18:25	00:18:27	And I need to speak with you...	N
329	00:18:27	00:18:28	about Nick Stokes.	N
330	00:18:28	00:18:29	Well, let me guess...	N
331	00:18:29	00:18:31	about his involvement with a dead hooker?	N
332	00:18:31	00:18:34	Come on. The hooker was a person.	N
333	00:18:34	00:18:35	Her name was Kristy Hopkins.	N
334	00:18:35	00:18:36	I realize that. Thank you.	N
335	00:18:36	00:18:38	I just came from the lab.	N
336	00:18:38	00:18:40	His prints were all over Kristy Hopkins’ house.	N
337	00:18:40	00:18:43	Let’s see, wine glass...	N
338	00:18:43	00:18:44	oh, bedside table.	N
339	00:18:44	00:18:46	How’s it going, Cath?	N
340	00:18:46	00:18:49	Nick, I don’t think that you guys should be talking.	N
341	00:18:49	00:18:51	It’s no big deal.	N
342	00:18:51	00:18:52	What’s up, Ecklie?	N
343	00:18:52	00:18:55	I need a DNA sample from you, Nick.	N
344	00:18:55	00:18:59	I assume you’re trying to prove Kristy Hopkins and I were sexually active last night.	N
345	00:18:59	00:19:01	We found a condom, used.	N
346	00:19:01	00:19:04	And my DNA will match, no warrant necessary.	N
347	00:19:04	00:19:06	And I have something else for you.	N
348	00:19:08	00:19:10	I got this off a valet surveillance tape.	N
349	00:19:10	00:19:12	A license plate number?	N
350	00:19:12	00:19:14	Vehicle belongs to Jack Willman.	Y
351	00:19:14	00:19:17	Had a fight with Kristy Hopkins outside the Orpheus last night around midnight.	N
352	00:19:17	00:19:23	Well, I’ll look into it but come on, your fingerprints, your DNA that’s what’s going into evidence.	N
353	00:19:23	00:19:25	You just love that, don’t you?	N
354	00:19:25	00:19:27	You think I want to believe that a CSI could commit murder?	N
355	00:19:27	00:19:30	Hell, I don’t even want to believe that a CSI could sleep with a hooker.	N
356	00:19:30	00:19:31	You know what? Nick’s private life...	N
357	00:19:31	00:19:32	Is no longer private.	N
358	00:19:32	00:19:36	Catherine, I’m sorry if you guys don’t like where the evidence is pointing.	N
359	00:19:36	00:19:38	But show me otherwise, tell me I’m wrong.	N
360	00:19:38	00:19:40	In the meantime, my hands are tied.	N
361	00:19:40	00:19:42	I have protocol to follow.	N
362	00:19:46	00:19:47	I hate that guy.	N
363	00:19:47	00:19:50	Okay, look, I’m going to get O’Riley to track down this Jack guy for questioning.	Y
364	00:19:50	00:19:52	But I am out on a limb for you here, Nick.	N
365	00:19:52	00:19:54	Just don’t make it harder with Ecklie, okay?	N
366	00:19:54	00:19:55	Yeah.	N
367	00:19:57	00:19:59	We find the bomber by understanding the bomb.	Y
368	00:19:59	00:20:02	Fortunately, Catherine figured out the exterior container.	N
369	00:20:02	00:20:04	Aluminum briefcase.	N
370	00:20:04	00:20:05	And we know the timing device.	N
371	00:20:05	00:20:06	Snoozewell.	N
372	00:20:06	00:20:07	And the propellant.	N
373	00:20:07	00:20:08	Black gunpowder.	N
374	00:20:08	00:20:10	So the final piece of the bomber’s signature?	Y
375	00:20:10	00:20:12	Identify the pipe containing the powder.	N
376	00:20:12	00:20:16	Three bombs, scaled down five-to-one three different metal pipes.	N
377	00:20:16	00:20:20	Different metals fly different distances when the same force is applied.	N
378	00:20:20	00:20:22	Number one is a plumber’s ex-flow pipe.	N
379	00:20:22	00:20:24	Number two is an inflow pipe which is thinner.	N
380	00:20:24	00:20:28	Number three is galvanized steel which is the thinnest metal of them all.	N
381	00:20:35	00:20:36	You ready?	N
382	00:20:38	00:20:40	Let’s do it, Dan.	N
383	00:20:47	00:20:48	Green.	N
384	00:20:48	00:20:49	That’s the ex-flow pipe.	N
385	00:20:51	00:20:54	Inflow pipe, blue.	N
386	00:20:59	00:21:02	Red, the galvanized steel.	N
387	00:21:14	00:21:17	ten feet.	N
388	00:21:32	00:21:36	16 feet.	N
389	00:21:45	00:21:48	20 feet.	N
390	00:21:55	00:21:59	Fragments from the galvanized steel traveled the farthest.	N
391	00:21:59	00:22:03	20 feet. Extrapolating five to one that would be 100 feet.	N
392	00:22:03	00:22:06	That’s the outer limit of visible metal detritus at the Hansen building.	N
393	00:22:06	00:22:11	So the bomb was housed in a thin container of galvanized steel.	N
394	00:22:11	00:22:14	Like a muffler or a tailpipe.	N
395	00:22:14	00:22:16	I’ve seen it before.	N
396	00:22:16	00:22:17	It’s a common container for homemades.	N
397	00:22:17	00:22:20	Don’t you love the smell of sulfur in the afternoon?	N
398	00:22:20	00:22:23	You might want to go and take a tour of Dominic Kretzker’s house.	N
399	00:22:23	00:22:25	I tracked down the sale of Snoozewell clocks.	N
400	00:22:25	00:22:29	926 credit card purchases in the last three months in Clark County.	N
401	00:22:29	00:22:32	Seven to Dominic Kretzker of Prairie Road.	N
402	00:22:59	00:23:01	Hey, hey. That your scanner?	N
403	00:23:01	00:23:04	Yeah, that’s how I knew you were coming.	N
404	00:23:04	00:23:06	Makes me feel like I’m part of things.	N
405	00:23:06	00:23:08	Mr. Grissom.	N
406	00:23:08	00:23:10	What can I do for you guys?	N
407	00:23:10	00:23:15	Dominic... this is the type of device that was used to set off the Hansen bomb.	N
408	00:23:15	00:23:19	We have proof that you purchased the same make of clock.	N
409	00:23:19	00:23:22	Yeah, yeah, I recognize that.	N
410	00:23:22	00:23:24	That houses a nice little detonator.	N
411	00:23:24	00:23:27	Want to show us that clock of yours?	N
412	00:23:27	00:23:29	Oh, sure. Come on in.	N
413	00:23:32	00:23:34	The place is kind of a mess. Sorry.	N
414	00:23:34	00:23:35	Here.	N
415	00:23:35	00:23:38	Here it is.	N
416	00:23:39	00:23:41	TimeTell Snoozewell.	N
417	00:23:41	00:23:43	$10.99.	N
418	00:23:43	00:23:46	Well, you can get it for half price if you’ve got a coupon.	N
419	00:23:46	00:23:48	The timing device is still intact.	N
420	00:23:48	00:23:50	Yeah, ’cause I haven’t made the bomb yet.	N
421	00:23:50	00:23:53	But you have made bombs before, using parts from this make?	N
422	00:23:53	00:23:54	Well, yeah.	N
423	00:23:54	00:23:57	Yeah, I blow them out in back all the time.	N
424	00:23:57	00:23:59	I blasted a few of them a couple months ago.	N
425	00:23:59	00:24:02	Hey, look what I found.	N
426	00:24:02	00:24:02	Sulfur.	N
427	00:24:02	00:24:05	You blow up any bombs recently?	N
428	00:24:10	00:24:11	Is this from the Hansen bomb?	N
429	00:24:11	00:24:13	Sure is.	N
430	00:24:13	00:24:15	You’re keeping a key piece of evidence that could nail you?	N
431	00:24:15	00:24:17	Hey, that’s sentimental.	N
432	00:24:17	00:24:19	Well, that’s cute.	N
433	00:24:19	00:24:20	No, I mean, it is.	N
434	00:24:20	00:24:23	That’s like, you know, Waco and Trade Center.	N
435	00:24:23	00:24:25	I mean, that’s historical.	N
436	00:24:25	00:24:27	I didn’t have a war, all right?	N
437	00:24:27	00:24:28	I’m too flatfooted for the P.D.	N
438	00:24:28	00:24:30	and that’s as close to history as I’m going to get.	N
439	00:24:30	00:24:31	I collect souvenirs.	N
440	00:24:31	00:24:33	I mean, th-that’s my building, you know.	N
441	00:24:33	00:24:37	I mean... that was my place of employment, man.	N
442	00:24:37	00:24:40	You’re going to be sorry, talking to my client.	N
443	00:24:40	00:24:41	We called you. We left word.	N
444	00:24:41	00:24:43	Dominic, don’t speak.	N
445	00:24:43	00:24:45	If I had anything to hide, I’d hide it.	N
446	00:24:45	00:24:48	I’m pretty proud of that container piece, I’ll tell you.	N
447	00:24:48	00:24:51	Well, maybe so but you’re under arrest.	N
448	00:24:51	00:24:53	Put him in the car.	N
449	00:24:53	00:24:55	You-you kidding?	N
450	00:24:56	00:24:57	Oh.	N
451	00:24:59	00:25:00	( siren approaching ) Cuffs?	N
452	00:25:00	00:25:04	Those vultures never sleep, huh?	N
453	00:25:06	00:25:08	Could you do me a favor?	N
454	00:25:08	00:25:10	Can you put the jacket over them?	N
455	00:25:10	00:25:12	I don’t want to be seen like this.	N
456	00:25:12	00:25:13	Not on TV.	N
457	00:25:13	00:25:15	This is not who I am.	N
458	00:25:18	00:25:20	Thanks, partner.	N
459	00:25:23	00:25:29	I can’t tell whether he’s brilliant or... nuts.	N
460	00:25:29	00:25:30	Sound familiar?	N
461	00:25:30	00:25:34	Tell you one thing if he’s guilty he’s putting on one hell of a show.	N
462	00:26:10	00:26:13	Polyethylene? Terephtalete?	N
463	00:26:21	00:26:23	You contact her family?	N
464	00:26:23	00:26:25	No family to speak of.	N
465	00:26:25	00:26:27	Has anyone claimed her?	N
466	00:26:27	00:26:29	For burial? Friend, old roommate?	N
467	00:26:29	00:26:30	There’s no one.	N
468	00:26:30	00:26:31	City’ll be footing the bill.	N
