	Unnamed: 0	start	end	text	label
90	90	00:07:28	00:07:30	I just don't want the press to see him like this.	N
91	91	00:07:30	00:07:32	We understand that, sir, but this is a crime scene.	N
92	92	00:07:32	00:07:34	Crime scene?	N
93	93	00:07:34	00:07:35	It's an O.D., right?	N
94	94	00:07:35	00:07:37	He killed himself.	N
95	95	00:07:37	00:07:39	Then you knew he was a drug user?	N
96	96	00:07:39	00:07:40	Well, he was a drug user.	N
97	97	00:07:40	00:07:43	I mean, he's been clean for a long time.	N
98	98	00:07:43	00:07:45	A health freak, actually.	N
99	99	00:07:45	00:07:47	It's a shock to us all.	N
100	100	00:07:49	00:07:53	Big glass box and all I got is a partial thumb print.	Y
101	101	00:07:53	00:07:55	Is this processed yet?	N
102	102	00:07:55	00:07:58	Yeah. Want me to bag it for you?	N
103	103	00:07:58	00:07:59	Let's take it back to the lab.	N
104	104	00:07:59	00:08:01	Maybe we can make Greg disappear.	N
105	105	00:08:01	00:08:04	Who controls this stage, do we know?	N
106	106	00:08:04	00:08:05	I do.	N
107	107	00:08:08	00:08:09	And you are...?	N
108	108	00:08:09	00:08:11	Punky Dillinger. I'm Zephyr's stagehand.	N
109	109	00:08:11	00:08:14	Well, Mr. Dillinger do you know how this trick works?	N
110	110	00:08:14	00:08:17	I only control the stage part.	N
111	111	00:08:19	00:08:20	Yeah.	N
112	112	00:08:20	00:08:22	Good.	N
113	113	00:08:22	00:08:23	Make me disappear.	N
114	114	00:08:30	00:08:31	Bye-bye.	N
115	115	00:08:55	00:08:57	Oh, I get it.	N
116	116	00:08:59	00:09:02	There's a chute inside the steps.	N
117	117	00:09:03	00:09:05	Still here.	N
118	118	00:09:07	00:09:12	At this point of the trick I'm supposed to escort the volunteer out of the basement.	Y
119	119	00:09:12	00:09:14	Now I only turned my back for a second and she was gone.	N
120	120	00:09:14	00:09:16	Is there any other way out of here besides that door?	N
121	121	00:09:16	00:09:18	No, that's the thing. Stage left's the only exit.	N
122	122	00:09:18	00:09:20	I don't know.	N
123	123	00:09:22	00:09:23	You have any lights in here besides red?	N
124	124	00:09:23	00:09:25	We're looking for blood.	N
125	125	00:09:25	00:09:26	Mm-hmm.	N
126	126	00:09:29	00:09:31	Oh, hey? Hey?!	N
127	127	00:09:31	00:09:33	Those are Zephyr's tricks in the corner.	N
128	128	00:09:33	00:09:36	No one's allowed to go near them not even me.	N
129	129	00:09:43	00:09:48	I've got ovoid blood drops leading towards the wall.	N
130	130	00:09:48	00:09:49	You guys want more lights?	N
131	131	00:09:49	00:09:52	No. Turn them off.	N
132	132	00:10:20	00:10:25	Magicians of Zephyr's caliber belong to a very secluded society.	N
133	133	00:10:25	00:10:28	They barnstorm from city to city...	N
134	134	00:10:28	00:10:34	no contact with the outside world no association with other magicians.	N
135	135	00:10:34	00:10:37	They're like ghosts with skin.	N
136	136	00:10:41	00:10:46	This looks like an admixture of blood and some sort of clear liquid.	N
137	137	00:10:46	00:10:48	Someone bolted out of here pretty fast.	N
138	138	00:11:03	00:11:07	I'm no psychic, but I have been known to read palms.	N
139	139	00:11:07	00:11:08	Hey!	N
140	140	00:11:08	00:11:10	I got a print.	N
141	141	00:11:10	00:11:11	You're kidding me.	N
142	142	00:11:11	00:11:12	Nope.	N
143	143	00:11:12	00:11:14	No heroin in his system.	N
144	144	00:11:14	00:11:16	Lots of bourbon, but no heroin at all.	N
145	145	00:11:16	00:11:17	So what killed him?	N
146	146	00:11:17	00:11:18	Embolism to the heart.	N
147	147	00:11:18	00:11:20	Air bubble.	N
148	148	00:11:20	00:11:24	I withdrew air from his right ventricle and air can be deadlier the heroin.	N
149	149	00:11:25	00:11:32	It travels through the vein into the right ventricle to prevent blood from entering or leaving the chamber which eventually leads to heart failure.	N
150	150	00:11:32	00:11:34	Shock. Suffocation.	N
151	151	00:11:34	00:11:36	Explains why he didn't throw up.	N
152	152	00:11:36	00:11:39	And why his pupils weren't pinpoint.	Y
153	153	00:11:39	00:11:42	They would have been bilaterally small after an overdose.	N
154	154	00:11:42	00:11:43	There was heroin still in the needle.	N
155	155	00:11:43	00:11:45	Why didn't it make it into his system?	Y
156	156	00:11:45	00:11:47	His blood alcohol count was .31.	N
157	157	00:11:47	00:11:52	My guess is he was unconscious before his heart stopped.	N
158	158	00:11:52	00:11:54	Catherine, wait.	N
159	159	00:11:54	00:11:55	That black mark...	N
160	160	00:11:55	00:11:58	Oh, right, on his index finger.	N
161	161	00:11:58	00:11:59	Ink.	N
162	162	00:11:59	00:12:01	Standard black printing ink.	N
163	163	00:12:14	00:12:17	The stagehand was lying about another exit.	N
164	164	00:12:18	00:12:19	I got his palm print off the trap door.	N
165	165	00:12:19	00:12:21	Try this one.	N
166	166	00:12:21	00:12:23	It's a print from the Chamber of Doom.	N
167	167	00:12:38	00:12:39	Hands on the trap door?	N
168	168	00:12:39	00:12:41	Hands inside the trick?	N
169	169	00:12:41	00:12:44	There are no secrets.	N
170	170	00:12:46	00:12:47	Mmm. Hey, hey, hey.	N
171	171	00:12:47	00:12:50	This is a non-smoking facility.	N
172	172	00:13:14	00:13:17	I'm not a bad magician, you know.	N
173	173	00:13:17	00:13:19	When you find that, put that out.	N
174	174	00:13:20	00:13:22	Okay.	N
175	175	00:13:22	00:13:24	Truth is... I lied.	N
176	176	00:13:24	00:13:25	We know that.	N
177	177	00:13:25	00:13:27	That's why we're here.	N
178	178	00:13:27	00:13:31	I love magic, you know?	N
179	179	00:13:31	00:13:35	One of the fringe benefits of my job is knowing how the tricks work.	N
180	180	00:13:35	00:13:36	Zephyr wouldn't let anyone go near his tricks.	N
181	181	00:13:37	00:13:40	You think I want to be a stagehand the rest of my life?	N
182	182	00:13:40	00:13:42	I got aspirations, too, you know?	N
183	183	00:13:42	00:13:44	So, I snooped around.	N
184	184	00:13:44	00:13:47	Climbed inside the Chamber one night and tried it out.	N
185	185	00:13:47	00:13:49	Is that a crime?	N
186	186	00:13:49	00:13:52	We don't know yet.	N
187	187	00:13:52	00:13:56	The videotape from last night's show has you...	N
188	188	00:13:56	00:13:58	wearing this.	N
189	189	00:13:58	00:13:59	So what?	N
190	190	00:14:00	00:14:02	So, it was used as a tourniquet on Gus's arm.	N
191	191	00:14:04	00:14:07	Look, I-I was with these guys the entire night last night.	N
192	192	00:14:07	00:14:09	Okay.	N
193	193	00:14:10	00:14:12	When was the last time you saw him alive?	N
194	194	00:14:12	00:14:14	On the bus last night after the show.	N
195	195	00:14:14	00:14:17	He said he wanted to be left alone so we left him alone.	N
196	196	00:14:17	00:14:20	We finished the set with, uh City of Sin.	N
197	197	00:14:20	00:14:22	You know, the hometown pleaser.	N
198	198	00:14:22	00:14:24	He always hated that song.	N
199	199	00:14:24	00:14:25	I don't know why.	N
200	200	00:14:25	00:14:26	It was his best one.	N
201	201	00:14:26	00:14:30	I talked to your manager, and he said Gus was clean.	N
202	202	00:14:30	00:14:31	Yeah.	N
203	203	00:14:31	00:14:33	The whole band for six years now.	N
204	204	00:14:33	00:14:35	We-we did it together as a band.	N
205	205	00:14:35	00:14:37	You know, we kind of had to.	N
206	206	00:14:37	00:14:40	We went gold three months after we signed our first contract.	N
207	207	00:14:40	00:14:43	The next couple of years got pretty crazy.	N
208	208	00:14:43	00:14:45	Crazy?	N
209	209	00:14:45	00:14:49	Dude, hit single 24 years old.	N
210	210	00:14:49	00:14:50	Touring with Pearl Jam.	N
211	211	00:14:50	00:14:55	I mean Gus had bitches lining up outside of his room 24 hours a day.	N
212	212	00:14:55	00:14:57	Sleep ain't an option.	N
213	213	00:14:57	00:15:00	So, by your next gig, you're going you know, need a little bop.	N
214	214	00:15:00	00:15:04	I obtained Gus's medical records from L.A.	N
215	215	00:15:04	00:15:06	that said he was treated for depression.	N
216	216	00:15:07	00:15:08	You guys know anything about that?	N
217	217	00:15:09	00:15:12	Sober suits some better than others.	N
218	218	00:15:12	00:15:13	He could get pretty dark.	N
219	219	00:15:13	00:15:16	I mean, sometimes you couldn't even speak with him, you know?	N
220	220	00:15:16	00:15:19	He's been wanting out for some time now.	N
221	221	00:15:20	00:15:24	I know you didn't beep me for a magic trick.	N
222	222	00:15:25	00:15:27	Swami doesn't do magic tricks.	N
223	223	00:15:27	00:15:31	Swami's here to reveal all of your DNA secrets.	N
224	224	00:15:31	00:15:33	I'm very busy, Greg.	N
225	225	00:15:33	00:15:37	Blood from the Chamber of Doom.	Y
226	226	00:15:37	00:15:45	Same as the donor of the blood found on the basement floor but different than the blood found in the alleyway.	Y
227	227	00:15:45	00:15:46	Different person?	Y
228	228	00:15:46	00:15:48	Different...	N
229	229	00:15:48	00:15:49	animal.	N
230	230	00:15:49	00:15:51	Really?	N
231	231	00:15:51	00:15:52	What kind of animal?	N
232	232	00:15:52	00:15:55	Oh, Swami needs more time.	N
233	233	00:15:55	00:15:57	Now...	N
234	234	00:15:57	00:16:00	clear liquid found near the blood droplets.	N
235	235	00:16:02	00:16:07	It's not from Thora Birch, but...	N
236	236	00:16:07	00:16:09	Thorazine.	N
237	237	00:16:09	00:16:10	Thorazine.	N
238	238	00:16:10	00:16:12	Thorazine.	N
239	239	00:16:12	00:16:13	That's an animal tranquilizer.	N
240	240	00:16:13	00:16:15	Zephyr didn't use any live animals in his act.	N
241	241	00:16:15	00:16:18	Maybe he didn't use it on animals.	N
242	242	00:16:26	00:16:28	Whoa.	N
243	243	00:16:28	00:16:30	Go back one, Arch.	N
244	244	00:16:30	00:16:32	Is that her?	N
245	245	00:16:32	00:16:33	Blue dress, red hair.	N
246	246	00:16:35	00:16:36	Go on.	N
247	247	00:16:38	00:16:40	Is that who I think it is?	N
248	248	00:16:40	00:16:41	Who?	N
249	249	00:16:46	00:16:48	Toby Arcane.	N
250	250	00:16:48	00:16:49	Freak man.	N
251	251	00:16:49	00:16:52	What makes him a freak besides that shirt?	N
252	252	00:16:52	00:16:55	All I can say he's not for the faint of heart.	N
253	253	00:17:58	00:18:02	It's, uh, called The Cross-ifixion.	N
254	254	00:18:02	00:18:04	I get, uh, nailed to it every night.	N
255	255	00:18:04	00:18:06	Well, miraculously, you've resurrected.	N
256	256	00:18:07	00:18:09	Have you ever been to the Zephyr show?	N
257	257	00:18:09	00:18:11	He's a hack.	N
258	258	00:18:11	00:18:13	I wouldn't be caught dead at that show.	N
259	259	00:18:13	00:18:14	I know.	N
260	260	00:18:14	00:18:17	But we caught you alive.	Y
261	261	00:18:19	00:18:22	You should see my nudes, Grissom.	N
262	262	00:18:24	00:18:27	The, uh, woman who disappeared-- do you think she was a plant?	N
263	263	00:18:27	00:18:29	Of course she's a plant.	N
264	264	00:18:29	00:18:30	Zephyr's on life support.	N
265	265	00:18:30	00:18:34	His way of doing magic-- it's dead as, uh...	N
266	266	00:18:34	00:18:36	dead.	N
267	267	00:18:36	00:18:39	Fooling people from a hundred feet away.	N
268	268	00:18:42	00:18:44	'Cause I'm in your face.	N
269	269	00:18:45	00:18:47	Right here.	N
270	270	00:18:48	00:18:57	We have reason to believe that that woman, planted or not sustained injury during the first insertion of the saber.	N
271	271	00:18:57	00:19:00	Do you think it was part of the act or do you think it was some kind of mistake?	N
272	272	00:19:00	00:19:06	Uh, yeah, could have been a blood pouch but knowing him...	N
273	273	00:19:06	00:19:07	it was a mistake.	N
274	274	00:19:07	00:19:11	Is it possible that he put his saber into the wrong slot?	N
275	275	00:19:11	00:19:14	Well this is Vegas, baby.	N
276	276	00:19:14	00:19:16	The band's last two albums, and the DVD.	N
277	277	00:19:16	00:19:17	You know, I heard that they were splitting up.	N
278	278	00:19:17	00:19:19	Where did you hear that?	N
279	279	00:19:19	00:19:21	Uh, the New World Library-- Internet.	N
280	280	00:19:21	00:19:24	This contains, uh, TV appearances live footage, things like that.	N
281	281	00:19:24	00:19:25	He wrote every song.	N
282	282	00:19:25	00:19:26	Who, the singer, Gus?	N
283	283	00:19:26	00:19:27	His name's on every title.	N
284	284	00:19:27	00:19:31	If they were splitting up and he took his songs back no more Pekinpah, no more money for the band.	N
285	285	00:19:32	00:19:34	Why don't you get back on the Internet for us?	N
286	286	00:19:34	00:19:36	See if there's any gossip floating around.	N
287	287	00:19:36	00:19:39	We need to get back to the crime scene.	Y
288	288	00:19:39	00:19:40	I'm looking for ink.	Y
289	289	00:20:05	00:20:07	I showed the road manager a copy of the warrant.	N
290	290	00:20:07	00:20:08	He went nuts.	N
291	291	00:20:08	00:20:10	He's on the phone with his lawyer right now.	N
292	292	00:20:10	00:20:13	Why do they want us off this bus so badly?	N
293	293	00:20:32	00:20:35	Standard printing ink.	N
294	294	00:20:43	00:20:47	What to do when your cell phone's not working.	Y
295	295	00:20:58	00:21:00	Empty.	N
296	296	00:21:05	00:21:06	This doesn't work.	N
297	297	00:21:06	00:21:09	Seems like nothing on that bus does.	N
298	298	00:21:09	00:21:12	Yeah, but this doesn't work, 'cause the batteries suck.	N
299	299	00:21:13	00:21:15	Oh.	N
300	300	00:21:15	00:21:16	Belongs to the guitarist.	N
301	301	00:21:16	00:21:18	Looks like Mr. Clean and Sober had a habit.	N
302	302	00:21:18	00:21:21	Bet it matches that smack we found on the needle.	N
303	303	00:21:21	00:21:24	Yeah. You, uh, trying to make a call?	N
304	304	00:21:24	00:21:25	No...	N
305	305	00:21:25	00:21:26	but somebody did.	N
306	306	00:21:33	00:21:36	Got a smudged name.	N
307	307	00:21:36	00:21:38	Dean.	N
308	308	00:21:44	00:21:45	Goodyear Wrangler.	N
309	309	00:21:45	00:21:47	Ford F-150.	N
310	310	00:21:47	00:21:49	Hallelujah.	N
311	311	00:21:50	00:21:52	Did a DNA profile on your blood.	N
312	312	00:21:52	00:21:53	Ran it through CODIS.	N
313	313	00:21:53	00:21:54	Guess who I found?	N
314	314	00:21:54	00:21:55	Who?	N
315	315	00:21:55	00:21:56	Zoe Clein.	N
316	316	00:21:56	00:21:57	White Caucasian.	N
317	317	00:21:57	00:21:58	Female.	N
318	318	00:21:58	00:21:59	Red hair.	N
319	319	00:21:59	00:22:01	Wait a minute.	N
320	320	00:22:01	00:22:02	CODIS? What database?	N
321	321	00:22:02	00:22:03	Missing persons.	N
322	322	00:22:03	00:22:04	She's in the database already?	N
323	323	00:22:04	00:22:06	Yeah. She's been in there for six months.	N
324	324	00:22:06	00:22:08	Same time she's been missing.	N
325	325	00:22:08	00:22:09	Brass is working on an address.	N
326	326	00:22:13	00:22:14	Nice house.	N
327	327	00:22:16	00:22:18	Built it so close to the railroad.	N
328	328	00:22:20	00:22:23	I bet this house was here first.	N
329	329	00:22:36	00:22:39	Las Vegas Crime Lab.	N
330	330	00:22:39	00:22:42	It's a little too calm.	N
331	331	00:22:42	00:22:43	Yeah.	N
332	332	00:22:43	00:22:47	I'll take upstairs.	N
333	333	00:23:11	00:23:12	Wow.	N
334	334	00:23:12	00:23:13	What?	N
335	335	00:23:13	00:23:15	Six pints of A positive.	N
336	336	00:23:52	00:23:54	Hey, guys?	N
337	337	00:23:56	00:23:58	Zoe's bedroom seems intact.	N
338	338	00:23:58	00:24:00	Suitcases, purses, clothes.	N
339	339	00:24:00	00:24:01	It looks like she never left.	N
340	340	00:24:07	00:24:09	Guys?	N
341	341	00:24:41	00:24:42	( screams) Sorry.	N
342	342	00:24:42	00:24:44	You keep disappearing.	N
343	343	00:24:46	00:24:49	Take a look at this.	N
344	344	00:24:49	00:24:51	Huh. Looks like the Chamber of Doom.	N
345	345	00:24:51	00:24:53	Designed by Zoe Clein.	N
346	346	00:24:53	00:24:56	So, she's an inventor.	N
347	347	00:25:06	00:25:09	Hey, guys, check out this old photo.	N
348	348	00:25:09	00:25:11	The Clein Magical Tour.	N
349	349	00:25:15	00:25:16	The one with beard must be the father.	N
350	350	00:25:17	00:25:19	Zoe Clein the daughter.	N
351	351	00:25:19	00:25:20	Young Zephyr...	N
352	352	00:25:22	00:25:23	What's he doing there?	N
353	353	00:25:23	00:25:26	And who's that baby in his arms?	N
354	354	00:25:27	00:25:28	What up, G?	N
355	355	00:25:29	00:25:30	Well, I did my snooping around.	N
356	356	00:25:30	00:25:33	Obviously everyone's upset about Kenyon croaking.	N
357	357	00:25:33	00:25:34	And?	N
358	358	00:25:34	00:25:36	And they were planning a Best of... album.	N
359	359	00:25:36	00:25:37	No surprise.	N
360	360	00:25:37	00:25:39	Cash cow, everybody does it.	N
361	361	00:25:39	00:25:43	Well, someone e-mailed me a clip of Gus on MTV2 a few months ago.	N
362	362	00:25:45	00:25:48	Compilation albums are for has-beens.	N
363	363	00:25:48	00:25:51	They can release one over my dead body.	N
364	364	00:25:52	00:25:55	As long as I'm alive, I'm going to continue to write originals.	N
365	365	00:25:55	00:25:57	Who's planning the album?	N
366	366	00:25:57	00:25:58	Keith Castle.	N
367	367	00:25:59	00:26:00	The guitarist?	N
368	368	00:26:00	00:26:01	Mm-hmm.	N
369	369	00:26:01	00:26:02	I'm chasing the smack.	N
370	370	00:26:02	00:26:04	I'm chasing the phone book.	N
371	371	00:26:26	00:26:27	Warrick, come here.	N
372	372	00:26:30	00:26:32	What is that, a butterfly?	N
373	373	00:26:32	00:26:33	A male Io moth.	N
374	374	00:26:33	00:26:35	One of the largest in North America.	N
375	375	00:26:35	00:26:36	How'd it get in here?	N
376	376	00:26:36	00:26:38	I don't know. It feeds on trees and foliage.	N
377	377	00:26:38	00:26:39	There's none of that in here.	N
378	378	00:26:39	00:26:42	See the eye-like spots on the back of its wings?	Y
379	379	00:26:42	00:26:44	It's an illusion to confuse predators.	N
380	380	00:26:44	00:26:47	Birds get fooled into thinking it's an owl.	N
381	381	00:26:47	00:26:50	I have a similar one in my office.	N
382	382	00:26:55	00:26:58	Didn't we release Officer Henderson?	N
383	383	00:27:06	00:27:08	Hello?	N
384	384	00:27:18	00:27:20	Hello?	N
385	385	00:27:46	00:27:46	Hold up! Back up!	Y
386	386	00:27:47	00:27:47	I really didn't...	N
387	387	00:27:47	00:27:48	Warrick!	N
388	388	00:27:48	00:27:49	Hey! Back up.	Y
389	389	00:27:54	00:27:56	Look, I got a family, okay?	Y
390	390	00:27:56	00:27:57	They think I'm clean.	Y
391	391	00:27:57	00:27:59	The band, too.	Y
392	392	00:27:59	00:28:00	Did you give some to Gus last night?	N
393	393	00:28:02	00:28:03	Needle, too?	N
394	394	00:28:03	00:28:04	No, no, no, man.	N
395	395	00:28:04	00:28:06	I don't shoot up.	Y
396	396	00:28:06	00:28:07	That's just for snorting.	Y
397	397	00:28:08	00:28:09	Well, Keith...	Y
398	398	00:28:09	00:28:14	think Gus would get messed up enough to kill himself?	Y
399	399	00:28:14	00:28:17	That'd help you sell a few more albums, wouldn't it?	Y
400	400	00:28:17	00:28:18	Gus is dead, okay?	N
401	401	00:28:18	00:28:22	You never had the pleasure of finding out what an ass he was in person.	N
402	402	00:28:22	00:28:26	Yeah, we made some money off his talent but he made us feel worthless.	N
403	403	00:28:26	00:28:30	At least when he was high he'd shut up.	Y
404	404	00:28:55	00:28:56	Samantha Dean?	N
405	405	00:28:56	00:28:58	I'm with the Las Vegas Crime Lab.	N
406	406	00:28:58	00:29:00	Do you know Gus Kenyon?	N
407	407	00:29:00	00:29:07	Gus Kenyon looked up your number and address in this directory and, uh, called you last night...	Y
408	408	00:29:07	00:29:10	from a phone booth outside of his tour bus.	Y
409	409	00:29:10	00:29:14	00 a.m.	N
410	410	00:29:14	00:29:16	I must have been asleep.	N
411	411	00:29:16	00:29:19	It lasted 20 seconds.	N
412	412	00:29:19	00:29:20	I didn't answer.	N
413	413	00:29:20	00:29:21	So it rang?	N
414	414	00:29:21	00:29:23	No, I mean, I can't remember.	N
415	415	00:29:23	00:29:25	00.	Y
416	416	00:29:27	00:29:28	What's your son's name?	N
417	417	00:29:28	00:29:29	Brandon.	N
418	418	00:29:29	00:29:30	You a mother?	N
419	419	00:29:30	00:29:35	Yeah, yeah, I have a, a daughter who is nine.	Y
420	420	00:29:35	00:29:38	Yeah, I know how hard it is to do it alone.	N
421	421	00:29:38	00:29:43	Now those are some cool shades Brandon has on.	Y
422	422	00:29:43	00:29:45	Are those Silhouettes? Those are expensive.	N
423	423	00:29:45	00:29:50	Um, do you have any more question because, uh, Brandon needs to go to my mother's.	Y
424	424	00:29:50	00:29:51	I have to go to work.	Y
425	425	00:29:51	00:29:53	All right. Thanks for your time.	N
426	426	00:30:19	00:30:22	How long have you been working for the Zephyr?	N
427	427	00:30:22	00:30:23	A year.	N
428	428	00:30:23	00:30:26	The magician I used to assist for retired.	N
429	429	00:30:26	00:30:28	What are you doing here?	N
430	430	00:30:28	00:30:34	I came to talk to Zoe, and the door was open so I thought I'd snoop around a little.	N
431	431	00:30:34	00:30:36	A lot of people are snooping around these days.	N
432	432	00:30:36	00:30:41	You know, everybody who works for the Zephyr wants to be a magician. How come?	N
433	433	00:30:41	00:30:43	'Cause we do everything.	N
434	434	00:30:43	00:30:46	I mean, what does he do? Wave his arms around?	N
435	435	00:30:46	00:30:49	I work my butt off for that guy.	N
436	436	00:30:49	00:30:53	Bring this out, bring that out keep proper timing, inspect the tricks.	N
437	437	00:30:53	00:30:55	You know, follow his lead.	N
438	438	00:30:55	00:30:59	Zoe is the best inventor in the business.	N
439	439	00:30:59	00:31:03	You know, she sells me just one of her tricks and I can be in business myself.	N
440	440	00:31:03	00:31:05	So you know Zoe Clein.	N
441	441	00:31:05	00:31:06	Through Zephyr. Yeah.	N
442	442	00:31:06	00:31:10	Was she a plant the night she disappeared?	Y
443	443	00:31:10	00:31:11	Yeah.	Y
444	444	00:31:11	00:31:16	It's one of her stipulations that she's the volunteer opening night.	Y
445	445	00:31:16	00:31:18	Zoe Clein has been missing for six months.	N
446	446	00:31:18	00:31:20	And you saw her the night she...	Y
447	447	00:31:20	00:31:22	disappeared.	Y
448	448	00:31:25	00:31:26	How do you explain that?	N
449	449	00:31:27	00:31:29	I don't know.	Y
450	450	00:31:30	00:31:32	By the way how'd you get here?	N
451	451	00:31:32	00:31:33	Drove.	N
452	452	00:31:33	00:31:35	My car's parked down the street.	N
453	453	00:31:35	00:31:36	What kind of car do you drive?	N
454	454	00:31:36	00:31:38	A Ford F-150.	N
