	Unnamed: 0	start	end	text	label
82	82	00:07:15	00:07:17	Speak slowly.	N
83	83	00:07:17	00:07:18	Use simple terms.	N
84	84	00:07:18	00:07:19	You're gonna nail it.	N
85	85	00:07:19	00:07:20	Sara.	N
86	86	00:07:20	00:07:21	You're mine tonight.	N
87	87	00:09:52	00:09:55	Ladies and gentlemen, Miss Jane Doe Top.	N
88	88	00:09:55	00:09:57	Nice job.	N
89	89	00:09:57	00:09:58	Thanks.	N
90	90	00:10:02	00:10:03	Thank you, Sara.	N
91	91	00:10:05	00:10:11	Well, Doc Robbins told me that she had severe trauma to the skull, probably what killed her.	N
92	92	00:10:11	00:10:14	Well, that would explain the blood David found on her shirt.	N
93	93	00:10:14	00:10:20	Mia's running DNA right now to find out if it matches the victim, or any suspects, for that matter.	N
94	94	00:10:20	00:10:22	Remember, now, she had a broken jaw.	N
95	95	00:10:22	00:10:25	That was 26-gauge stainless steel.	N
96	96	00:10:25	00:10:27	It's used to surgically wire jawbones shut.	N
97	97	00:10:29	00:10:31	What's with the fingers?	N
98	98	00:10:31	00:10:33	Distal phalanges were cut off.	N
99	99	00:10:33	00:10:35	Both vics, both hands.	N
100	100	00:10:35	00:10:37	I cast tool marks, Looks like some kind of opposed blade tool.	N
101	101	00:10:38	00:10:39	Jagged on one side, smooth on the other.	N
102	102	00:10:39	00:10:43	Well, if it was pre-mortem, that would support torture.	N
103	103	00:10:43	00:10:47	Yeah, but if it was post, they probably did it to conceal identity.	N
104	104	00:10:47	00:10:50	Hey, you guys still working on that mass- grave theory?	Y
105	105	00:10:50	00:10:51	Yeah.	Y
106	106	00:10:51	00:10:54	You know what I like about flesh decomposing in soil?	N
107	107	00:10:54	00:10:55	It's predictable.	N
108	108	00:10:57	00:11:02	The constituent elements diffuse into the ground over time.	N
109	109	00:11:02	00:11:05	The longer they're there, the lower the concentrations.	N
110	110	00:11:05	00:11:08	I tested the soil samples Nick took from around each body.	N
111	111	00:11:08	00:11:12	Curly Sue was on the bottom for at least five years, and Flat Sally was on top for only two.	N
112	112	00:11:12	00:11:22	So we've got a killer who digs a grave, dumps a body, covers it with tar, comes back three years later, digs again and dumps another one on top of it?	N
113	113	00:11:22	00:11:24	Ten to one, it's domestic abuse.	N
114	114	00:11:24	00:11:27	Beat up, then shut up.	N
115	115	00:11:28	00:11:31	You hitting every E.R. in town?	N
116	116	00:11:31	00:11:32	Seems like it.	N
117	117	00:11:33	00:11:38	These are all the jaw fractures that came in from two to three years ago. Thank you.	N
118	118	00:11:38	00:11:41	We don't get as many of these as we used to.	N
119	119	00:11:41	00:11:45	Domestic violence laws have forced men to get smarter about their hitting.	N
120	120	00:12:32	00:12:36	Why don't you, uh, you wait for me here, 'kay?	Y
121	121	00:12:38	00:12:40	Mr. Melton, take a seat.	Y
122	122	00:12:46	00:12:52	I married, uh, June about a year after Svetlana left.	Y
123	123	00:12:54	00:12:57	And when was the last time that you saw Svetlana?	Y
124	124	00:12:57	00:12:59	It was about two years ago.	N
125	125	00:12:59	00:13:01	She didn't come home one night.	Y
126	126	00:13:02	00:13:05	Next thing I know, the cops are knocking down my door.	Y
127	127	00:13:05	00:13:09	I thought something happened to her, but they were there to arrest me.	Y
128	128	00:13:09	00:13:11	For hitting her.	N
129	129	00:13:11	00:13:12	Are you saying that you didn't?	N
130	130	00:13:12	00:13:14	We were married for three years. I never hit her.	Y
131	131	00:13:14	00:13:16	Why would she lie? I don't know.	Y
132	132	00:13:19	00:13:21	And then what happened?	N
133	133	00:13:21	00:13:23	After that, I... I was done.	N
134	134	00:13:24	00:13:26	I went looking for her to sign the divorce papers, but...	N
135	135	00:13:27	00:13:29	it was like she fell off the face of the earth.	Y
136	136	00:13:29	00:13:31	Or got buried a few feet under it.	N
137	137	00:13:31	00:13:35	Look, I took out ads in the newspaper every day for a month.	Y
138	138	00:13:35	00:13:36	She never responded.	Y
139	139	00:13:36	00:13:40	Yet you didn't file a missing persons report.	Y
140	140	00:13:40	00:13:41	I'd been accused of abuse.	N
141	141	00:13:41	00:13:45	How would that have looked? You seem to care a lot about the way things look, Mr. Melton.	Y
142	142	00:13:47	00:13:52	Well, we're gonna need a list of Svetlana's friends and family.	Y
143	143	00:13:52	00:13:54	She didn't have any.	N
144	144	00:13:54	00:13:55	She spawned from nothingness?	N
145	145	00:13:55	00:13:59	Her parents died in some kind of industrial accident in Odessa.	N
146	146	00:13:59	00:14:01	Russia? Yeah.	N
147	147	00:14:01	00:14:03	How did the two of you meet?	N
148	148	00:14:03	00:14:04	Through an agency.	N
149	149	00:14:04	00:14:05	Svetlana was a mail-order bride?	N
150	150	00:14:05	00:14:08	We were introduced through an agency.	Y
151	151	00:14:09	00:14:16	So what happened, the Russian agency denied your application for another wife, or, uh, you lost your taste for white meat?	Y
152	152	00:14:16	00:14:18	Too tough? You know what, lady?	N
153	153	00:14:18	00:14:22	I am not gonna feel bad about my decision.	N
154	154	00:14:22	00:14:25	I dated American women, like you.	N
155	155	00:14:25	00:14:31	They don't want to be anyone's wife, or mother-- you mention the word domestic, they're done with you.	N
156	156	00:14:31	00:14:34	It's nice to be needed...	Y
157	157	00:14:34	00:14:35	not resented.	N
158	158	00:14:35	00:14:39	Yeah, I find isolation and dependency really sexy, too.	Y
159	159	00:14:39	00:14:41	You know, what, you can think whatever you want.	N
160	160	00:14:51	00:14:55	Look, all I am asking is to have a black-and-white do regular welfare checks.	N
161	161	00:14:55	00:14:56	Did the wife ask for help?	N
162	162	00:14:56	00:15:00	Well, that's kind of hard to do when you don't speak English and you're a sex slave.	N
163	163	00:15:00	00:15:02	I'm sure she doesn't know her rights.	N
164	164	00:15:02	00:15:05	You can't arrest someone for marrying the wrong person.	N
165	165	00:15:05	00:15:07	You would know.	N
166	166	00:15:07	00:15:12	If the guy's an abuser, if he killed his first wife, we will build a case and we will nail him.	N
167	167	00:15:12	00:15:15	And in the meantime, he can just keep using her as a punching bag.	N
168	168	00:15:15	00:15:17	Sara, I was there-- there wasn't a mark on her.	N
169	169	00:15:17	00:15:20	Not that we could see, Catherine.	N
170	170	00:15:20	00:15:26	You know... every time we get a case with a hint of domestic violence or abuse, you go off the deep end.	N
171	171	00:15:26	00:15:33	What is your problem? Yeah, I probably do, and you let your sexuality cloud your judgment about men, and I'm gonna go over your head.	N
172	172	00:15:33	00:15:34	Sidle.	N
173	173	00:15:35	00:15:37	Get in my office. Now.	N
174	174	00:15:39	00:15:43	You are a law enforcement officer and a representative of this city.	N
175	175	00:15:43	00:15:48	That means I expect you to conduct yourself in an appropriate manner, in and away from this lab.	N
176	176	00:15:48	00:15:53	You know what, if this is gonna be one of your for the good of the lab speeches, don't bother, I've heard them.	N
177	177	00:15:53	00:15:56	Just take a seat.	N
178	178	00:15:56	00:15:59	Willows is a supervisor-- that means you treat her with respect.	N
179	179	00:15:59	00:16:01	Insulting her in front of coworkers...	N
180	180	00:16:01	00:16:03	She's not my supervisor.	N
181	181	00:16:03	00:16:05	All right-- your superior.	N
182	182	00:16:05	00:16:12	Sara, you berate witnesses, you disrespect the people you work with, you luck your way out of a DUI.	N
183	183	00:16:12	00:16:14	Take a look-- you got a half a dozen complaints in your jacket.	N
184	184	00:16:14	00:16:20	And if Grissom really documented your performance, there'd probably be a dozen more-- that's not the kind of person I want in my lab.	N
185	185	00:16:20	00:16:24	The only reason this is your lab is because Grissom doesn't kiss ass.	Y
186	186	00:16:24	00:16:31	You couldn't hack it in the field, so you fail your way up, you break up our team, and now you just hang out in the hallways waiting for one of us to screw up.	Y
187	187	00:16:31	00:16:35	Sidle, you're on one-week suspension without pay, and when you get back, Great.	N
188	188	00:16:35	00:16:37	you're apologizing to Catherine.	N
189	189	00:16:37	00:16:39	No, I'm not.	Y
190	190	00:16:44	00:16:47	What's going on around here? ( groans )	N
191	191	00:16:47	00:16:49	I don't want to talk about it.	N
192	192	00:16:49	00:16:54	Okay, so, this is the jacket that Svetlana was wearing the night that she went into the hospital?	Y
193	193	00:16:54	00:16:58	Yeah. I pulled it out of the vault from the original abuse charge two years ago.	N
194	194	00:16:58	00:17:03	Most of the blood is Svetlana's, although there is a small portion that comes from an unknown male.	N
195	195	00:17:03	00:17:06	So I'll see if the husband's willing to give us a comparison.	N
196	196	00:17:06	00:17:11	Don't bother, he already voluntarily gave a sample the night that this happened, and it's not a match.	N
197	197	00:17:11	00:17:12	So he was telling the truth?	N
198	198	00:17:12	00:17:14	Eh...	N
199	199	00:17:14	00:17:18	I did find this... in her pocket.	Y
200	200	00:17:18	00:17:20	Is that the husband?	N
201	201	00:17:22	00:17:23	Nyet.	N
202	202	00:17:25	00:17:28	Well, they're looking pretty friendly here.	N
203	203	00:17:28	00:17:33	And you could write some teen poetry from the words that are highlighted in this dictionary.	N
204	204	00:17:33	00:17:39	Well, maybe Andrew found out that Svetlana wasn't as lonely as he thought she was.	N
205	205	00:17:42	00:17:46	Catherine, I heard Ecklie suspended Sara.	N
206	206	00:17:46	00:17:48	What can we do? Nothing.	N
207	207	00:17:48	00:17:49	No? Mm-mm.	N
208	208	00:17:50	00:17:52	Sara's always been there for anyone who needs her.	N
209	209	00:17:52	00:17:53	She's always had my back.	N
210	210	00:17:53	00:17:55	So what if she flew off the handle a little?	N
211	211	00:17:55	00:18:01	Greg, she crossed the line with a suspect; she was inappropriate with me and with Ecklie; she needs the time off.	N
212	212	00:18:03	00:18:05	A lot of blood on that blouse.	N
213	213	00:18:05	00:18:09	Yeah, well, her wounds don't just trickle, man, they-they gush.	N
214	214	00:18:09	00:18:12	Were you able to get anything off these jeans?	N
215	215	00:18:12	00:18:14	Uh, found this paper.	N
216	216	00:18:14	00:18:15	It was found in the pocket.	N
217	217	00:18:15	00:18:17	Decomp trashed it, though.	N
218	218	00:18:17	00:18:21	That reminds me of the time I as at the Ghost Bar, and I ran into this hottie.	N
219	219	00:18:21	00:18:23	I mean, the girls was an absolute dime.	N
220	220	00:18:23	00:18:28	And I didn't have my phone on me, so I wrote her number down on paper, and put it in my pants.	N
221	221	00:18:28	00:18:30	The jeans ended up in the wash.	N
222	222	00:18:30	00:18:31	Ouch. Yeah.	N
223	223	00:18:31	00:18:33	But...	N
224	224	00:18:36	00:18:37	Yeah.	N
225	225	00:18:37	00:18:40	Whoa...	N
226	226	00:18:40	00:18:43	Fatty acids dissolve the ink, and it leeches onto the pocket lining.	N
227	227	00:18:43	00:18:45	Yeah. Huh.	N
228	228	00:18:45	00:18:48	That must've been a pretty hot number you had there, boss.	N
229	229	00:18:48	00:18:50	Yeah, it was.	N
230	230	00:18:50	00:18:58	All right, first we mirror it, and then we remove the background texture of the cotton weave.	N
231	231	00:18:58	00:18:59	Sharpen the contrast, will you?	N
232	232	00:19:00	00:19:03	Madame...	N
233	233	00:19:03	00:19:05	Matryoshka's.	N
234	234	00:19:05	00:19:07	Tuesday...	N
235	235	00:19:07	00:19:09	g a.m.?	N
236	236	00:19:09	00:19:12	Some kind of appointment. g a.m.?	N
237	237	00:19:12	00:19:13	Do you know what matryoshkaare?	N
238	238	00:19:13	00:19:15	Sure.	N
239	239	00:19:15	00:19:17	Russian nesting dolls.	N
240	240	00:19:18	00:19:22	Oh, yeah, yeah, the dolls that look alike, that fit inside of each other, right?	N
241	241	00:19:22	00:19:23	My grandma had a set.	N
242	242	00:19:23	00:19:29	Anyway, people who've gone from writing Cyrillic to English often write their nines as lowercase G's.	N
243	243	00:19:41	00:19:43	You have appointment for haircut?	N
244	244	00:19:43	00:19:46	Nah, I'm trying to get a Rastafarian thing going.	N
245	245	00:19:48	00:19:51	Is there an actual Madame Matryoshka?	Y
246	246	00:19:51	00:19:55	...polizia...	N
247	247	00:19:55	00:19:57	We're polizia. Yeah.	N
248	248	00:20:00	00:20:02	Chloe Daniels. What can I do for you?	N
249	249	00:20:02	00:20:04	I'm Detective Jim Brass, Las Vegas Police.	N
250	250	00:20:04	00:20:06	This is Nick Stokes from the Crime Lab.	N
251	251	00:20:06	00:20:07	We're here about Svetlana Melton.	N
252	252	00:20:07	00:20:09	Yeah, she used to work here.	N
253	253	00:20:09	00:20:10	In what capacity?	N
254	254	00:20:10	00:20:12	Hairdresser.	N
255	255	00:20:12	00:20:13	You mean wife-to-be.	N
256	256	00:20:13	00:20:14	Yeah.	N
257	257	00:20:14	00:20:15	For money?	N
258	258	00:20:15	00:20:16	Yeah.	N
259	259	00:20:16	00:20:18	Sounds a lot like prostitution to me.	N
260	260	00:20:18	00:20:19	Yeah, well, it's not.	N
261	261	00:20:21	00:20:23	Look, I didn't invent this.	N
262	262	00:20:23	00:20:27	Go on line-- there are dozens of sites with thousands of women.	N
263	263	00:20:27	00:20:29	They advertise these exciting trips to Kiev.	N
264	264	00:20:29	00:20:32	I just bring Kiev to you.	N
265	265	00:20:32	00:20:36	I sponsor 90-day work visas, teach the girls a trade.	N
266	266	00:20:36	00:20:37	They cut hair for men.	N
267	267	00:20:37	00:20:39	So men shop for a wife.	N
268	268	00:20:39	00:20:40	You screen the guys?	N
269	269	00:20:40	00:20:43	You pick up a woman at a bar, does the bartender screen you?	N
270	270	00:20:43	00:20:45	You take her home, take her to your bed.	N
271	271	00:20:45	00:20:47	How well did you screen her?	N
272	272	00:20:47	00:20:49	You should be sainted.	N
273	273	00:20:49	00:20:51	Mm, I don't know about that.	N
274	274	00:20:51	00:20:54	Svetlana ended up dead.	N
275	275	00:20:54	00:20:57	You recognize this guy?	N
276	276	00:20:57	00:20:58	Yeah. Ken Wellstone.	N
277	277	00:20:58	00:21:00	Lives down the street.	N
278	278	00:21:00	00:21:01	Actually comes in for haircuts.	N
279	279	00:21:01	00:21:03	Isn't interested in my service.	N
280	280	00:21:03	00:21:05	Not the marrying kind, I guess.	N
281	281	00:21:05	00:21:09	Yeah, I-I'm sorry, there seems to be a really fine line here between, uh...	N
282	282	00:21:09	00:21:12	peddling marriage and peddling flesh.	N
283	283	00:21:12	00:21:14	When is marriage anything else?	Y
284	284	00:21:14	00:21:15	Nick is, uh...	Y
285	285	00:21:15	00:21:16	he's an old-fashioned guy.	N
286	286	00:21:17	00:21:18	Really? ( laughs )	N
287	287	00:21:19	00:21:21	Well, what do you think engagement rings are?	N
288	288	00:21:21	00:21:24	Just proof that a man can pay for his bride.	N
289	289	00:21:24	00:21:28	Look, caveman would go steal a woman from a neighboring clan.	N
290	290	00:21:28	00:21:31	He'd tie her hands and her feet till she wouldn't run away.	N
291	291	00:21:31	00:21:37	Once she'd stay put, he would only tie her finger, just to remind her.	N
292	292	00:21:37	00:21:39	So you're a romantic.	N
293	293	00:21:39	00:21:40	Marriage is not romance.	N
294	294	00:21:40	00:21:43	It's a contract with the state.	N
295	295	00:21:43	00:21:44	It's an investment in your future.	N
296	296	00:21:45	00:21:48	I'm not making it about money, it just is.	N
297	297	00:21:52	00:21:55	Uh, she cut my hair.	N
298	298	00:21:55	00:21:58	She licked your cone.	N
299	299	00:21:58	00:22:02	Well, I-I took Svetlana out once for... for ice cream.	N
300	300	00:22:02	00:22:04	It was... it was a hot day.	N
301	301	00:22:04	00:22:06	That's it? Yeah, that's it.	N
302	302	00:22:06	00:22:11	She, uh, gave me some sob story about how she was married to some abusive guy, you know, and how, uh...	N
303	303	00:22:11	00:22:14	She begged me to help, and...	N
304	304	00:22:15	00:22:16	blah, blah, blah, blah.	N
305	305	00:22:16	00:22:18	I don't... I don't need that kind of drama.	N
306	306	00:22:18	00:22:20	Mr. Wellstone, what do you do for a living?	N
307	307	00:22:20	00:22:22	I'm a real estate agent.	N
308	308	00:22:22	00:22:23	You're not in construction or anything?	N
309	309	00:22:24	00:22:26	No. Why?	N
310	310	00:22:28	00:22:30	Something happen to Svetlana?	N
311	311	00:22:30	00:22:31	Yeah, she was murdered.	N
312	312	00:22:33	00:22:36	Oh.	N
313	313	00:22:36	00:22:40	We're gonna need to get a DNA sample from you, and I'm gonna take a look around your place.	N
314	314	00:22:40	00:22:43	Is that cool? Sure. Yeah, go ahead.	N
315	315	00:23:40	00:23:43	Well, if you're here, it can't be good.	N
316	316	00:23:43	00:23:45	Can I come in?	N
317	317	00:23:46	00:23:48	Want to ask me if I'm drunk?	N
318	318	00:23:49	00:23:53	We both know that's not your problem.	N
319	319	00:23:53	00:23:55	I spoke to Catherine.	N
320	320	00:23:57	00:23:58	Ecklie?	N
321	321	00:23:59	00:24:00	He wants me to fire you.	N
322	322	00:24:00	00:24:01	I figured.	N
323	323	00:24:03	00:24:05	Can I get you anything?	N
324	324	00:24:05	00:24:08	Sure. An explanation.	N
325	325	00:24:08	00:24:12	I... lost my temper.	N
326	326	00:24:12	00:24:15	That seems to be happening quite a bit.	N
327	327	00:24:15	00:24:18	Do you know why?	N
328	328	00:24:18	00:24:19	What difference does it make?	N
329	329	00:24:19	00:24:21	I'm still fired.	N
330	330	00:24:22	00:24:24	It makes a difference to me.	N
331	331	00:24:26	00:24:29	I have a problem with authority.	N
332	332	00:24:29	00:24:32	I choose men who are emotionally unavailable.	N
333	333	00:24:32	00:24:34	I'm self-destructive.	N
334	334	00:24:34	00:24:36	All of the above.	N
335	335	00:24:36	00:24:39	Have you ever gone a week without a rationalization?	N
336	336	00:24:42	00:24:43	It's from The Big Chill.	N
337	337	00:24:43	00:24:53	One of the characters explaining a basic fact of life-- that rationalizations are more important to us than sex even.	N
338	338	00:24:53	00:24:56	I am not rationalizing anything.	N
339	339	00:24:56	00:25:01	I crossed the line with Catherine, and I was insubordinate to Ecklie.	N
340	340	00:25:01	00:25:03	Why?	N
341	341	00:25:03	00:25:05	Leave it alone.	N
342	342	00:25:05	00:25:06	No, Sara.	N
343	343	00:25:08	00:25:09	What do you want from me?	N
344	344	00:25:09	00:25:12	I want to know why you're so angry.	N
345	345	00:25:17	00:25:19	It's funny...	N
346	346	00:25:19	00:25:22	the things that you remember and the things that you don't, you know.	N
347	347	00:25:22	00:25:27	There was a smell of iron in the air.	N
348	348	00:25:27	00:25:31	Cast-off on the bedroom wall.	N
349	349	00:25:31	00:25:36	There was this young cop puking his guts.	N
350	350	00:25:36	00:25:40	I remember the woman who took me to foster care.	N
351	351	00:25:40	00:25:42	I can't remember her name.	N
352	352	00:25:42	00:25:48	Which is strange, you know, 'cause I couldn't let go of her hand.	N
353	353	00:25:52	00:25:56	Well... the mind has its filters.	N
354	354	00:25:56	00:26:01	I do remember the looks.	N
355	355	00:26:01	00:26:05	I became the girl whose father was stabbed to death.	N
356	356	00:26:10	00:26:12	Do you think there's a murder gene?	N
357	357	00:26:15	00:26:19	I don't believe that genes are a predictor of violent behavior.	N
358	358	00:26:21	00:26:25	You wouldn't know that in my house.	N
359	359	00:26:25	00:26:28	The fights, the yelling, the trips to the hospital.	N
360	360	00:26:28	00:26:31	I thought it was the way that everybody lived.	N
361	361	00:26:31	00:26:42	When my mother killed my father, I found out that it wasn't.	N
362	362	00:27:30	00:27:35	So the tar from your carpet matches the tar that Svetlana Melton was buried in.	Y
363	363	00:27:35	00:27:36	Tar... I... where?	N
364	364	00:27:36	00:27:39	I mean, I have no idea what you're talking about.	N
365	365	00:27:39	00:27:42	We also found your blood on her parka that she wore to the hospital two years ago.	N
366	366	00:27:42	00:27:43	I can explain that. That was from...	N
367	367	00:27:43	00:27:46	So can we-- you beat her, you killed her, you buried her.	N
368	368	00:27:46	00:27:47	No, I didn't.	N
369	369	00:27:47	00:27:49	No, stop, please.	N
370	370	00:27:49	00:27:52	She... she ran away.	N
371	371	00:28:00	00:28:02	Put that in here.	N
372	372	00:28:03	00:28:05	Ken, do not look for me.	N
373	373	00:28:05	00:28:06	I need to go away.	N
374	374	00:28:06	00:28:08	Svetlana.	N
375	375	00:28:08	00:28:13	You know, after everything that we'd been through and everything, this just seemed really, uh...	N
376	376	00:28:13	00:28:14	It was cold.	N
377	377	00:28:14	00:28:15	Didn't sound like her.	N
378	378	00:28:15	00:28:17	She usually called me...	N
379	379	00:28:17	00:28:19	Kenski.	N
380	380	00:28:19	00:28:21	So what was your relationship, Kenski?	N
381	381	00:28:21	00:28:22	What was my relationship?	N
382	382	00:28:22	00:28:24	My relationship was, uh...	N
383	383	00:28:28	00:28:30	We were, uh... we were in love.	N
384	384	00:28:30	00:28:32	How did her husband feel about that?	N
385	385	00:28:32	00:28:35	Her husband bought her, so he thought he owned her.	N
386	386	00:28:35	00:28:36	And Svetlana was way out of his league.	N
387	387	00:28:36	00:28:39	And what she wanted to do was fast track her divorce.	N
388	388	00:28:39	00:28:46	So she thought maybe if she made it look like Andrew had beat her, that that would do it, but that didn't do it because he'd actually never hit her. So...	N
389	389	00:28:46	00:28:48	How'd she break her jaw?	N
390	390	00:28:51	00:28:53	Huh?	N
391	391	00:28:56	00:28:59	She begged me.	N
392	392	00:28:59	00:29:03	Please, Kenski. Please.	N
393	393	00:29:03	00:29:06	Hit me hard on face.	N
394	394	00:29:06	00:29:10	It is only way for me to leave this horrible man.	N
395	395	00:29:10	00:29:12	Please, Kenski.	N
396	396	00:29:12	00:29:15	Hit me if you love me.	N
397	397	00:29:28	00:29:30	I just loved her.	N
398	398	00:29:44	00:29:49	All of the blood on Svetlana's sweatshirt was hers.	N
399	399	00:29:49	00:29:50	Nothing from Ken Wellstone?	N
400	400	00:29:50	00:29:58	No, but some of the drops look a lot like dried blood, but they came back Aubergine Sheen number 315, professional grade hair dye.	N
401	401	00:29:59	00:30:01	Well, she worked in a hair salon.	N
402	402	00:30:01	00:30:03	Some of the patterns look a lot like cast-off.	N
403	403	00:30:04	00:30:07	Hair dye was present when she was being attacked.	N
404	404	00:30:07	00:30:09	Ken still could have done it.	N
405	405	00:30:09	00:30:12	True, but his story is so absurd I almost buy it.	N
406	406	00:30:12	00:30:14	Yeah, well, admit the punch and you go to jail for a night.	N
407	407	00:30:14	00:30:16	Admit the killing and you go to jail for life.	N
408	408	00:30:17	00:30:18	Find anything you like, buddy?	N
409	409	00:30:19	00:30:22	So, you can't sell your kids, but you can buy their mother.	N
410	410	00:30:22	00:30:26	I looking for kindest, noble man.	N
411	411	00:30:26	00:30:28	Well, I got news for you, sugar pants.	N
412	412	00:30:29	00:30:30	Buying women ain't that noble.	N
413	413	00:30:30	00:30:31	Well, life is short.	N
414	414	00:30:31	00:30:32	Dating's complicated.	N
415	415	00:30:32	00:30:34	This makes it much simpler, doesn't it?	N
416	416	00:30:35	00:30:37	It's not supposed to be simple.	N
417	417	00:30:37	00:30:39	Complicated is the whole point.	N
418	418	00:30:39	00:30:40	It is? Yeah.	N
419	419	00:30:40	00:30:42	Hey, wait a minute.	N
420	420	00:30:42	00:30:44	You're not telling me you're into this stuff?	N
421	421	00:30:44	00:30:45	Me? No.	N
422	422	00:30:45	00:30:54	But you know, for a guy who's over 40, lonely, tired of the bar scene, got a little cash, wants to buy himself a sweet honey, be his companion...	N
