	Unnamed: 0	start	end	text	label
109	109	00:07:14	00:07:17	Cigarette butts.	N
110	110	00:07:17	00:07:19	Orange peel, seeds.	N
111	111	00:07:19	00:07:22	Lying in wait, maybe.	N
112	112	00:07:22	00:07:24	You still sucking on that same cough drop?	N
113	113	00:07:24	00:07:26	Yeah.	N
114	114	00:07:26	00:07:28	I'm a... a slow sucker.	N
115	115	00:07:28	00:07:33	So, assuming the killer didn't live in the community, how did he gain entry?	Y
116	116	00:08:19	00:08:20	Crime occurred in the driveway.	N
117	117	00:08:20	00:08:23	Nothing to indicate that the suspects were inside the house.	N
118	118	00:08:23	00:08:27	Yes, ma'am. I got it.	N
119	119	00:08:27	00:08:28	So, then, what are we looking for?	N
120	120	00:08:28	00:08:32	Anything inside that'll make the outside make sense.	N
121	121	00:08:32	00:08:33	On your hands and knees.	N
122	122	00:08:33	00:08:36	Check the carpet for trace.	N
123	123	00:09:06	00:09:08	Hey.	N
124	124	00:09:08	00:09:10	Greg.	N
125	125	00:09:10	00:09:12	I'm going to need you to photograph something.	N
126	126	00:09:12	00:09:13	Why, what'd you find?	N
127	127	00:09:14	00:09:15	It's what I didn't find.	N
128	128	00:09:18	00:09:19	Well, I found something.	N
129	129	00:09:19	00:09:21	Blood.	N
130	130	00:09:21	00:09:22	Blood?	N
131	131	00:09:22	00:09:24	Where?	N
132	132	00:09:24	00:09:26	Right here.	N
133	133	00:09:31	00:09:34	Ooh, I also found some videos.	N
134	134	00:09:34	00:09:37	Looks like amateur porn.	N
135	135	00:09:37	00:09:41	Porn. That figures.	N
136	136	00:09:41	00:09:44	Sunburn Sin. Ooh.	N
137	137	00:09:44	00:09:47	Starring Laurel Lust.	N
138	138	00:09:47	00:09:51	That's Laurel Trent.	N
139	139	00:09:51	00:09:53	Isn't that the wife?	N
140	140	00:09:53	00:09:54	Yeah.	N
141	141	00:09:54	00:09:56	A few years back.	N
142	142	00:09:56	00:09:58	A Goode/Mike T. Production.	N
143	143	00:09:58	00:10:03	Mike T as in Mike Trent?	N
144	144	00:10:03	00:10:08	Well, I bet he seduced her, and then he produced her.	N
145	145	00:10:08	00:10:11	Laurel Trent definitely had some work done.	N
146	146	00:10:11	00:10:13	Implants which she later had removed.	N
147	147	00:10:13	00:10:17	She has a four- centimeter-long scar at the edge of the areola.	N
148	148	00:10:17	00:10:20	Collapsed fibrous capsules in both breasts.	Y
149	149	00:10:20	00:10:21	Fascinating.	Y
150	150	00:10:21	00:10:22	Cause of death?	N
151	151	00:10:22	00:10:24	I was just getting to that.	N
152	152	00:10:24	00:10:27	Two gunshot wounds to the back of the head, just like her husband.	Y
153	153	00:10:27	00:10:29	Close range.	Y
154	154	00:10:29	00:10:31	Either one immediately debilitating and fatal.	Y
155	155	00:10:31	00:10:33	I sent the bullets to the lab.	N
156	156	00:10:33	00:10:36	But this is why I sent for you.	N
157	157	00:10:42	00:10:44	Stun gun burns?	Y
158	158	00:10:48	00:10:51	If you're close enough to stun him, you're close enough to shoot him.	N
159	159	00:10:52	00:10:55	And we suspect that there were two assailants.	N
160	160	00:10:55	00:10:58	Well, maybe they were trying to buy time.	N
161	161	00:10:58	00:11:02	For what?	N
162	162	00:11:04	00:11:06	Now, the first order of business is to kill the Trents.	N
163	163	00:11:07	00:11:10	Then the suspects go upstairs and rip off Laurel's jewelry.	N
164	164	00:11:10	00:11:12	And bail on bikes.	N
165	165	00:11:12	00:11:14	That's a little low-rent, don't you think?	N
166	166	00:11:14	00:11:19	Yeah, but I'm thinking, in a neighborhood like this, if you burn rubber out of here, it's gonna cause a lot of attention.	N
167	167	00:11:19	00:11:21	If you roll quietly away on a bike, though...	N
168	168	00:11:21	00:11:24	Ah, no one's the wiser. Okay, I get it.	N
169	169	00:11:24	00:11:27	This is the resident gate that Greg called me from; he couldn't get in.	N
170	170	00:11:27	00:11:31	He needed a code. Sara did find an orange peel in the side yard.	N
171	171	00:11:31	00:11:33	What do you think, sticky fingers?	N
172	172	00:11:33	00:11:35	Does citrus illuminate?	N
173	173	00:11:35	00:11:37	Sugar will, if it's derivatized.	N
174	174	00:11:38	00:11:39	Do you have any fluorescent reagents?	N
175	175	00:11:39	00:11:40	I've got ANTS.	N
176	176	00:11:41	00:11:44	Not the insect. Amino-naphthalene Trisulfonic acid. trisulfonic acid.	N
177	177	00:11:44	00:11:45	You're trying to stump me. I can feel it.	N
178	178	00:11:46	00:11:47	Let me check it out.	N
179	179	00:11:51	00:11:54	The ANTS should make it light up under the ALS.	N
180	180	00:12:07	00:12:11	One, three...	N
181	181	00:12:11	00:12:13	five and six.	N
182	182	00:12:13	00:12:16	In some configuration.	N
183	183	00:12:16	00:12:18	They had the code.	N
184	184	00:12:18	00:12:21	We're mid-case. Why do we have to do this now?	N
185	185	00:12:21	00:12:25	I have to get this evaluation in, or I'm gonna get written up.	N
186	186	00:12:25	00:12:27	Okay.	N
187	187	00:12:27	00:12:29	My goals.	N
188	188	00:12:29	00:12:31	Mm...	N
189	189	00:12:31	00:12:32	Oh, all right, okay.	N
190	190	00:12:32	00:12:35	For starters, I'd like two consecutive nights off.	N
191	191	00:12:35	00:12:45	I would like to cut my triples down to ten a year instead of the usual 20, and, uh, I would love to find a reliable baby-sitter, so I could have myself some kind of a personal life.	N
192	192	00:12:45	00:12:48	You don't have a personal life?	N
193	193	00:12:50	00:12:54	I haven't had sex in six-- no-- seven months.	N
194	194	00:12:59	00:13:01	How can I help?	N
195	195	00:13:03	00:13:05	You. Advance, I mean.	N
196	196	00:13:05	00:13:07	Do you...	N
197	197	00:13:07	00:13:12	have any interest in changing sections in the lab, for instance? Gil, how do you do this?	N
198	198	00:13:12	00:13:16	Honestly, how do you juggle scheduling and vacations and...	N
199	199	00:13:16	00:13:21	The goal of any supervisor is to teach someone how to take his place someday.	N
200	200	00:13:21	00:13:23	Are you going someplace?	N
201	201	00:13:23	00:13:25	You never know.	N
202	202	00:13:25	00:13:26	Are you considering me?	N
203	203	00:13:26	00:13:28	Why not?	N
204	204	00:13:28	00:13:30	You're certainly qualified.	N
205	205	00:13:30	00:13:36	But... a CSI who uses the DNA lab to establish her own paternity...	N
206	206	00:13:36	00:13:42	calls into question... her judgment, don't you think?	N
207	207	00:13:51	00:13:54	You've left that out.	N
208	208	00:13:54	00:13:55	Are you covering for me?	N
209	209	00:13:55	00:14:00	I believe that we've dealt with this issue, handled it internally.	N
210	210	00:14:00	00:14:02	As far as I'm concerned, it's dead.	N
211	211	00:14:02	00:14:06	Besides, you'll never do it again.	N
212	212	00:14:06	00:14:09	So just sign your name by the red X.	N
213	213	00:14:11	00:14:18	Before I sign, um, since we're putting all of our cards on the table, there's something you should know.	N
214	214	00:14:18	00:14:25	Sam Braun wrote me a check, and... I cashed it.	N
215	215	00:14:27	00:14:30	For how much?	N
216	216	00:14:30	00:14:36	Enough to where Lindsay and I can do anything and...	N
217	217	00:14:36	00:14:39	not enough to where we can do nothing.	N
218	218	00:14:39	00:14:42	Sam Braun was a murder suspect in one of your cases.	N
219	219	00:14:42	00:14:44	How does this not look like a payoff?	N
220	220	00:14:44	00:14:45	I consulted an attorney.	N
221	221	00:14:45	00:14:47	It is a check from a father to a daughter.	N
222	222	00:14:47	00:14:49	It is completely out of departmental jurisdiction.	N
223	223	00:14:49	00:14:51	What about conflict of interest?	N
224	224	00:14:51	00:14:52	Not just for you but for this lab.	N
225	225	00:14:52	00:14:55	Gil, I would never compromise you or the lab.	N
226	226	00:14:55	00:14:58	Maybe not legally, but ethically?	N
227	227	00:15:03	00:15:07	What else should I know, Catherine?	N
228	228	00:15:07	00:15:09	That's everything.	N
229	229	00:15:24	00:15:25	Talk to me.	N
230	230	00:15:25	00:15:27	Orange peels, seeds, cigarette butts.	N
231	231	00:15:27	00:15:30	I'm logging them in and moving them to DNA.	N
232	232	00:15:30	00:15:34	Okay, so you've gone through her purse, uh, her wallet...	N
233	233	00:15:34	00:15:36	Yeah, everything's there-- money, credit cards.	N
234	234	00:15:36	00:15:38	Yeah. What about the briefcase?	N
235	235	00:15:38	00:15:40	Empty. Stop. I-I got a system here.	N
236	236	00:15:40	00:15:43	I found this wadded up in her purse.	N
237	237	00:15:43	00:15:46	It's a release form-- permission to film an adult movie at the Acid Drop.	N
238	238	00:15:46	00:15:48	From Drake the Snake Productions.	N
239	239	00:15:48	00:15:50	Signed by a Drake Snow.	N
240	240	00:16:12	00:16:14	I need to see your boss.	N
241	241	00:16:14	00:16:16	Follow me.	N
242	242	00:16:16	00:16:17	Tonight's for Mike.	N
243	243	00:16:17	00:16:21	We pay our respects by ringing the register.	N
244	244	00:16:21	00:16:26	Now, I don't mind if you're talking, just as long as they're drinking.	N
245	245	00:16:26	00:16:27	Watch the doubles...	N
246	246	00:16:27	00:16:30	Uh...	N
247	247	00:16:32	00:16:35	Watch the doubles. Be smart.	N
248	248	00:16:35	00:16:38	You do that, we're gonna take this party 00 in the morning.	N
249	249	00:16:38	00:16:39	And most importantly, have fun.	N
250	250	00:16:39	00:16:40	Okay.	N
251	251	00:16:40	00:16:43	Go make some money. See you later.	N
252	252	00:16:45	00:16:48	You here about Mike?	N
253	253	00:16:48	00:16:50	Yes, I am.	N
254	254	00:16:50	00:16:52	Let's go somewhere private.	N
255	255	00:16:52	00:16:54	Sorry for the inconvenience, everybody.	N
256	256	00:16:54	00:16:56	When you come back, next bottle's on me.	N
257	257	00:16:56	00:16:58	Go ahead. ( clears throat )	N
258	258	00:16:58	00:17:01	Thanks, Chief. We're going to shut her down for about half an hour.	Y
259	259	00:17:01	00:17:02	Well...	N
260	260	00:17:02	00:17:03	this is private.	Y
261	261	00:17:03	00:17:05	It was, um...	Y
262	262	00:17:05	00:17:07	It was a real shock, you know?	Y
263	263	00:17:07	00:17:09	Mike and Laurel getting killed like that.	Y
264	264	00:17:09	00:17:14	But I got to say, if they had a choice how to go out, it would have been together.	N
265	265	00:17:14	00:17:17	For him, the sun rose and set with her.	N
266	266	00:17:17	00:17:20	He didn't treat her like a trophy wife?	N
267	267	00:17:20	00:17:22	No. You kidding?	N
268	268	00:17:22	00:17:27	No. He got her off the VHS covers, and she made a home for him.	N
269	269	00:17:27	00:17:28	You know?	N
270	270	00:17:28	00:17:30	Have a seat.	N
271	271	00:17:32	00:17:34	Um, and what was, uh...	N
272	272	00:17:34	00:17:37	What was your professional affiliation with him?	N
273	273	00:17:37	00:17:40	I run his clubs.	N
274	274	00:17:40	00:17:43	Ever since he got out of the partner business with Kyle Goode.	N
275	275	00:17:44	00:17:48	Have you seen this Mr. Goode lately?	N
276	276	00:17:48	00:17:50	He shows his face every once in a while.	N
277	277	00:17:50	00:17:52	I just try to keep him away from Mike, you know?	N
278	278	00:17:52	00:17:54	As much as humanly possible.	Y
279	279	00:17:55	00:17:57	And...	N
280	280	00:17:57	00:18:00	what about this Drake Snow guy?	N
281	281	00:18:00	00:18:01	Drake?	N
282	282	00:18:01	00:18:02	Drake the Snake.	N
283	283	00:18:02	00:18:04	I, uh...	N
284	284	00:18:04	00:18:05	I hired him. He's harmless.	N
285	285	00:18:05	00:18:07	He saw one Ron Jeremy movie.	Y
286	286	00:18:07	00:18:09	Now the guy just sees dollar signs.	Y
287	287	00:18:11	00:18:14	Uh, and how did he get along with the Trents?	N
288	288	00:18:14	00:18:16	Why don't you go ask him?	N
289	289	00:18:16	00:18:18	Reading my mind.	N
290	290	00:18:18	00:18:20	Mm.	N
291	291	00:18:21	00:18:22	You, uh...	N
292	292	00:18:23	00:18:24	You never gave me your name.	N
293	293	00:18:24	00:18:25	Oh.	N
294	294	00:18:25	00:18:26	Catherine.	N
295	295	00:18:26	00:18:28	Catherine.	N
296	296	00:18:28	00:18:29	Willows.	N
297	297	00:18:30	00:18:32	Chris Bezich.	N
298	298	00:18:32	00:18:34	Chris Bezich.	N
299	299	00:18:34	00:18:36	Come on.	N
300	300	00:18:36	00:18:39	Mike and Kyle-- they made all their money out of Laurel taking it off.	N
301	301	00:18:39	00:18:42	She-She was a cash register in panties is what she was.	N
302	302	00:18:42	00:18:44	And you wanted in?	N
303	303	00:18:44	00:18:45	No. Trust me.	N
304	304	00:18:45	00:18:48	The last thing that I wanted was to be partners with Mike.	N
305	305	00:18:48	00:18:51	Guy'd... Guy'd chew you up and spit you out soon as look at you.	N
306	306	00:18:51	00:18:52	And Kyle-- forget it.	N
307	307	00:18:52	00:18:55	Guy'd tell you right to your face he's sticking it to you.	N
308	308	00:18:55	00:18:56	Pasadena, baby.	N
309	309	00:18:56	00:18:58	I got my own plans.	N
310	310	00:18:58	00:18:59	I-I just... I just need a location.	N
311	311	00:18:59	00:19:01	One location.	N
312	312	00:19:01	00:19:02	And what?	N
313	313	00:19:02	00:19:05	Mike didn't agree to it?	N
314	314	00:19:05	00:19:06	Didn't ask him.	N
315	315	00:19:06	00:19:09	Last time I asked him for something, he took a swing at me.	N
316	316	00:19:10	00:19:10	Get the hell out of my...	N
317	317	00:19:10	00:19:13	I just want the same shot that you had, Mike.	N
318	318	00:19:13	00:19:14	Laurel said that...	N
319	319	00:19:14	00:19:15	You two aren't in business anymore.	N
320	320	00:19:17	00:19:19	In the kitchen, you said?	N
321	321	00:19:20	00:19:21	Yeah.	N
322	322	00:19:21	00:19:24	So, I wasn't going to make that mistake again, so I had to try something different.	N
323	323	00:19:24	00:19:25	So, I pulled a Geffen.	N
324	324	00:19:25	00:19:26	I went straight to Yoko.	N
325	325	00:19:26	00:19:30	Oh, you gave Laurel the release form.	N
326	326	00:19:30	00:19:32	Yeah. She was going to give it to Mike.	N
327	327	00:19:32	00:19:35	He was going to sign it, and they were going to get it back to me.	N
328	328	00:19:35	00:19:36	So much for that.	N
329	329	00:19:36	00:19:37	All right. So, uh, listen, Drake.	N
330	330	00:19:37	00:19:39	I'm going to help you get that dream shot.	N
331	331	00:19:39	00:19:44	So that when you do get into the porn biz, you won't have a murder rap hanging over your head.	N
332	332	00:19:44	00:19:46	Here.	N
333	333	00:19:46	00:19:47	Crime Scene 101.	N
334	334	00:19:48	00:19:50	Stick this in your mouth.	N
335	335	00:19:50	00:19:52	Hey, you can set 'em right there.	N
336	336	00:19:52	00:19:56	Can't believe that there's this many abandoned bikes in Charleston Hills.	N
337	337	00:19:56	00:20:01	These were found in the alley behind the Fire Department, so check them out.	N
338	338	00:20:14	00:20:16	Sugar on the handlebars of both bikes.	N
339	339	00:20:16	00:20:17	Just like the keypad.	N
340	340	00:20:18	00:20:19	So we may have our getaway bikes.	N
341	341	00:20:19	00:20:22	We could check the serial numbers, but they're usually not recorded.	Y
342	342	00:20:26	00:20:28	You know what? I got an idea.	N
343	343	00:20:28	00:20:31	Hmm?	Y
344	344	00:20:31	00:20:33	What are you doing?	N
345	345	00:20:38	00:20:40	Get me a pair of tweezers, will you?	N
346	346	00:20:51	00:20:53	Now how did you know that receipt was in there?	N
347	347	00:20:53	00:20:54	Well, I used to read point spreads.	N
348	348	00:20:55	00:20:55	Now I read books.	N
349	349	00:20:56	00:20:57	Good for you.	N
350	350	00:20:57	00:21:00	Bad for Ross Davis, though.	N
351	351	00:21:02	00:21:04	This is a little intense for getting my bike stolen.	N
352	352	00:21:04	00:21:06	I already got a new one.	N
353	353	00:21:06	00:21:07	Did you report it?	N
354	354	00:21:07	00:21:08	No. You're kidding me, right?	N
355	355	00:21:08	00:21:10	I got jumped, man.	N
356	356	00:21:10	00:21:11	By whom?	N
357	357	00:21:11	00:21:12	By two bucked-ass brothers.	N
358	358	00:21:12	00:21:14	They were both yoked as hell.	N
359	359	00:21:14	00:21:15	Ripped.	N
360	360	00:21:15	00:21:17	I thought for a second they were going to kill me.	N
361	361	00:21:19	00:21:20	Hey, hey.	N
362	362	00:21:24	00:21:25	Something wrong with your neck?	Y
363	363	00:21:25	00:21:26	Man, it's killing me.	Y
364	364	00:21:26	00:21:31	I don't know what the hell they hit me with, but my knees was the first to go.	Y
365	365	00:21:33	00:21:35	I believe you were hit with a stun gun.	N
366	366	00:21:35	00:21:37	Just like Mike Trent.	N
367	367	00:21:44	00:21:45	I found something on your butt.	N
368	368	00:21:45	00:21:47	Checking out my butt again, Greg?	N
369	369	00:21:47	00:21:48	I was.	N
370	370	00:21:48	00:21:51	As well as the four butts Sara got at the crime scene.	N
371	371	00:21:51	00:21:52	Oh.	N
372	372	00:21:52	00:21:55	Found something on them that I can't explain, so I sent them over to Hodges.	N
373	373	00:21:55	00:21:57	Your butt's fine.	N
374	374	00:21:58	00:21:59	Switching gears.	N
375	375	00:21:59	00:22:02	Blood found in the Trents' bedroom is a match to Drake Snow.	N
376	376	00:22:02	00:22:06	So he told the truth about the blood and lied about the kitchen.	N
377	377	00:22:06	00:22:07	Figures.	N
378	378	00:22:07	00:22:11	Three of the four cigarette butts are also a match to Drake.	N
379	379	00:22:11	00:22:12	Puts him at the scene.	N
380	380	00:22:12	00:22:14	And the fourth butt?	N
381	381	00:22:14	00:22:17	Female, not a match to Laurel Trent.	N
382	382	00:22:17	00:22:18	Orange seeds?	N
383	383	00:22:18	00:22:19	Two additional donors, both male.	N
384	384	00:22:19	00:22:21	Not a match to any of our players.	N
385	385	00:22:21	00:22:23	No hits on CODIS.	N
386	386	00:22:23	00:22:26	So we're looking for two guys and a gal who might know Drake.	N
387	387	00:22:26	00:22:28	We already know you lied.	N
388	388	00:22:28	00:22:32	We found your blood in the Trents' bedroom, not in the kitchen.	N
389	389	00:22:32	00:22:34	So what were you doing in there?	N
390	390	00:22:34	00:22:36	You putting the shot in her, or what?	N
391	391	00:22:36	00:22:37	Hey, look.	N
392	392	00:22:38	00:22:39	I know where you're going with this.	N
393	393	00:22:40	00:22:42	Okay, I was in the bedroom.	N
394	394	00:22:42	00:22:45	She wasn't on her knees. I was.	N
395	395	00:22:45	00:22:47	I was begging. Not for sex.	N
396	396	00:22:47	00:22:49	I was begging for my business.	N
397	397	00:22:50	00:22:51	Drake the Snake Productions.	N
398	398	00:22:51	00:22:55	Mike comes busting in, goes ballistic, smacks me in the nose...	N
399	399	00:22:55	00:23:00	I mean, I know I keep coming back to this three-and-out thing, but maybe because you're in bed with his wife.	N
400	400	00:23:00	00:23:02	Laurel and I didn't have sex in the bedroom.	N
401	401	00:23:02	00:23:06	We had it on the set-- past tense, long time ago.	N
402	402	00:23:06	00:23:07	Then along came Mike.	N
403	403	00:23:07	00:23:09	Mike was good for Laurel.	N
404	404	00:23:09	00:23:11	Mike was not good for me.	N
405	405	00:23:11	00:23:13	She got carte blanche-- Laurel.	N
406	406	00:23:13	00:23:14	Me, I got a bar back.	N
407	407	00:23:14	00:23:18	Now I'm popping blue pills looking for something to bring me down, but I know the business.	N
408	408	00:23:18	00:23:21	I just don't have the capital to get behind the camera.	N
409	409	00:23:21	00:23:23	So what does killing the Trents get you?	N
410	410	00:23:25	00:23:27	Zero.	N
411	411	00:23:27	00:23:31	No one was more upset than me.	N
412	412	00:23:31	00:23:33	You're still pouring drinks. Boo-hoo.	N
413	413	00:23:33	00:23:36	And what are you doing smoking around their place?	N
414	414	00:23:38	00:23:39	What?	N
415	415	00:23:39	00:23:42	Yeah, we found cigarette butts with your DNA on it on their property.	N
416	416	00:23:42	00:23:45	I don't know what you're talking about.	N
417	417	00:23:45	00:23:46	I don't.	N
418	418	00:23:46	00:23:48	I smoke one place, okay?	N
419	419	00:23:48	00:23:50	I smoke at work.	N
420	420	00:23:50	00:23:51	I'm down to one a day.	N
421	421	00:23:51	00:23:55	Right after happy hour, I have my one cigarette, and it's out back by the service register.	N
422	422	00:23:55	00:23:56	You ask anybody.	N
423	423	00:23:58	00:24:00	Drake's telling the truth, you know?	N
424	424	00:24:00	00:24:01	He smokes one a day.	N
425	425	00:24:01	00:24:03	Not on the floor, right here, my rule.	N
426	426	00:24:04	00:24:07	Mm-hmm, well, still have to verify it with evidence.	N
427	427	00:24:10	00:24:12	You verify everything?	N
428	428	00:24:12	00:24:15	Everything.	N
429	429	00:24:15	00:24:17	Including you.	N
430	430	00:24:17	00:24:20	You're clear.	N
431	431	00:24:20	00:24:23	Can you blame Drake, you know?	N
432	432	00:24:24	00:24:26	He's trying to give up cigarettes.	N
433	433	00:24:26	00:24:28	That's like me trying to give up...	N
434	434	00:24:28	00:24:30	Sex?	N
435	435	00:24:30	00:24:34	Everybody needs to indulge in a vice at least once a day, right?	N
436	436	00:24:34	00:24:40	Yes, well, I did happen to notice those little waitress girlies trying to serve their way into bed with you.	N
437	437	00:24:40	00:24:43	That's work.	N
438	438	00:24:43	00:24:45	I prefer women.	N
439	439	00:24:45	00:24:48	Speaking of work, do you, um...	N
440	440	00:24:48	00:24:50	ever get a day off?	N
441	441	00:24:54	00:24:55	What?	N
442	442	00:24:55	00:24:57	You want to get to know me?	N
443	443	00:24:57	00:24:59	Yes.	N
444	444	00:25:12	00:25:13	Um...	N
445	445	00:25:13	00:25:15	What?	N
