	sentence	killer_gold	medion_time
74	crime scene 's not going anywhere	N	00:05:03.283
75	yeah but i am	Y	00:05:04.779
76	body 's behind the counter	N	00:05:06.258
77	dustinbale store clerk	N	00:05:07.795
78	bullet through the chest	N	00:05:09.569
79	the register 's empty	N	00:05:11.509
80	officer spencer did you touch anything	Y	00:05:13.794
81	fourteen years as a state trooper	Y	00:05:16.149
82	i know how to secure a crime scene without contaminating the evidence	Y	00:05:18.208
83	sorry	N	00:05:20.217
84	it 's okay	N	00:05:21.938
85	look i cover 97.5 square miles	Y	00:05:23.498
86	i got to book	Y	00:05:24.977
87	vomit	N	00:05:47.397
88	not an expectorate	N	00:05:54.219
89	potato	N	00:05:55.698
90	blown to smithereens	N	00:05:57.036
91	a poor man 's silencer	N	00:05:58.958
92	now why would an assailant need silencer way out here	Y	00:06:06.196
93	last paying customer eight hours ago	N	00:06:25.595
94	we just got the call	N	00:06:27.116
95	the place is open 24 seven	N	00:06:29.717
96	why 'd it take so long	N	00:06:31.634
97	the assailant flipped the sign on the way out buying him time to get away	Y	00:06:37.378
98	but now without getting his picture taken first	N	00:06:43.738
99	it 's plastic	N	00:06:59.499
100	you 're joking	N	00:07:01.418
101	nine volt attached to a blinking light	N	00:07:04.675
102	real or fake it did n't work	N	00:07:08.033
103	there was three of them	Y	00:07:11.627
104	they come from around the corner guns drawn	Y	00:07:13.282
105	i think they came from over there	Y	00:07:18.178
106	there were two of them	Y	00:07:19.896
107	i said four	N	00:07:22.248
108	right	N	00:07:22.988
109	there were four of those lunatics	Y	00:07:24.246
110	they were everywhere	Y	00:07:25.862
111	write it down	N	00:07:27.138
112	i got it	N	00:07:27.897
113	thank you very much	N	00:07:28.656
114	excuse me	N	00:07:29.416
115	i 've interviewed 17 people	N	00:07:32.474
116	no two accounts are alike	N	00:07:34.857
117	a harvard professor conducted an experiment	N	00:07:36.177
118	asked a bunch of students to watch a basketball game count the number of times the ball was passed	N	00:07:38.514
119	yeah groundbreaking	N	00:07:42.177
120	during the game a person dressed in a gorilla suit ran across the court	N	00:07:44.691
121	afterwards the professor asked his students if they noticed the gorilla	N	00:07:46.796
122	fifty percent responded what gorilla	N	00:07:50.016
123	that 's wonderful gil	N	00:07:53.759
124	if i see a gorilla i 'll arrest it	N	00:07:54.612
125	the car was sitting right here	N	00:07:57.817
126	did you get a good look at it	N	00:08:00.568
127	make model	N	00:08:01.865
128	no	N	00:08:02.998
129	it was beige beat up	N	00:08:04.139
130	hazards flashing	N	00:08:05.459
131	people leave their cars here all the time	N	00:08:07.234
132	i wait ten minutes then call for a tow	N	00:08:09.298
133	car peel out	N	00:08:11.274
134	the driver gunned it but i did n't hear a screech	Y	00:08:13.314
135	smells like burnt wood	N	00:08:25.315
136	motor oil	N	00:08:26.668
137	no	N	00:08:27.447
138	no transmission fluid	N	00:08:28.898
139	but it 's brown not red	N	00:08:32.098
140	which means	N	00:08:33.733
141	it 's not the right color	N	00:08:36.259
142	extraction is an art albert	N	00:08:43.257
143	i like to think so	N	00:08:45.355
144	so this is our cross-dresser in thee	Y	00:08:47.634
145	i.d 'd as adambrower shot in the back with a hollow point close range	Y	00:08:51.137
146	mushroomed upon impact maximizing trauma	N	00:08:54.475
147	caliber	N	00:09:00.916
148	forty-five	N	00:09:02.698
149	the guards were armed with nine millimeters and they were n't hollow point	N	00:09:05.997
150	so he was shot in the back by one of his own partners	Y	00:09:11.478
151	someone did n't want to share	N	00:09:13.876
152	wow	N	00:09:22.378
153	a fumette	N	00:09:23.214
154	did you get that out of some museum	N	00:09:24.428
155	hey do n't knock it	N	00:09:25.844
156	it 's still the best tool for lifting prints off cardboard	N	00:09:27.896
157	blow and print	N	00:09:32.116
158	if you were in a hurry how would you get back there	N	00:09:36.916
159	easy	N	00:09:39.475
160	jump the counter	N	00:09:42.219
161	exactly what i 'm thinking	N	00:09:43.916
162	shoe prints	N	00:10:23.899
163	lay it out	N	00:10:25.595
164	suspect entered	Y	00:10:27.656
165	shoots the clerk through the potato then hops up and over leaving behind shoe prints grabs the cash flips the sign from open to closed and exits	N	00:10:37.035
166	how old is the killer	Y	00:10:44.475
167	what are you thinking	N	00:10:46.138
168	shoe size is five six tops	N	00:10:48.479
169	we may be looking for a minor	Y	00:10:52.098
170	you want to see me	N	00:10:53.938
171	yeah	N	00:10:55.373
172	this is the video surveillance from that heist	N	00:10:57.296
173	this camera was trained on their entrance	Y	00:10:59.754
174	all the disguises in the world and they dress like women	Y	00:11:03.437
175	ski masks are played out	N	00:11:05.818
176	red and blue teamed up together and took out the guards and their rolling cage	Y	00:11:11.434
177	black shot down that chandelier	Y	00:11:14.824
178	well blue 's the decedent i.d 'd as adambrower so enlarge red	Y	00:11:17.719
179	no amount of makeup in the world could cover up that chunk of adam 's apple	N	00:11:24.057
180	that must be the one that killed brower	Y	00:11:27.719
181	45 in the back at close range	N	00:11:30.314
182	no honor among thieves	Y	00:11:34.515
183	photoshop black	N	00:11:36.316
184	no stubble no adam 's apple	N	00:11:41.899
185	dressed as a woman among men dressed as women	Y	00:11:44.414
186	now see	N	00:11:47.137
187	that 's a disguise	N	00:11:50.315
188	fluorescent powders	N	00:12:01.938
189	eh why not	N	00:12:03.356
190	they 're in the kit	N	00:12:04.471
191	protocol 's black	N	00:12:06.035
192	since when do you care about my choice of powders	N	00:12:08.358
193	assistant coroners is four hours late and we are stuck out here until he transports the body	N	00:12:12.398
194	and i have n't heard from grissom	N	00:12:16.195
195	you know i 've never tried green	N	00:12:18.275
196	i should 've never been sent to this remote scene in the first place	N	00:12:20.038
197	i 've got seniority	N	00:12:21.556
198	i deserve no i 've earned the right to pick my cases	N	00:12:23.878
199	if i start eating i will shut up	N	00:12:35.338
200	do you have a mirror	N	00:12:39.458
201	since when do you care about your appearance	N	00:12:41.417
202	crime scene	N	00:12:47.137
203	it 's not for me	N	00:12:49.178
204	sorry	N	00:12:51.036
205	we ca n't touch it	N	00:12:55.315
206	i 'm just getting a better look	N	00:12:56.916
207	oh thank god	N	00:13:06.745
208	it 's about time	N	00:13:07.677
209	nice to see you catherine	N	00:13:08.610
210	well i smell the body	N	00:13:09.858
211	where is he	N	00:13:11.257
212	hey david	N	00:13:12.616
213	i was n't touching him	N	00:13:13.770
214	i know you better than that	N	00:13:15.259
215	so uh what took you so long	N	00:13:16.756
216	i made a wrong turn back at the fork	N	00:13:17.950
217	you 're a surfer now	N	00:13:31.279
218	dude i rip	N	00:13:32.559
219	we 're 300 miles from the nearest beach	N	00:13:34.354
220	surfing 's just a state of mind	N	00:13:37.595
221	i got your page	N	00:13:40.619
222	where 's my report	N	00:13:41.992
223	oh relax bro	N	00:13:43.016
224	the gc mass spec 's working on it	N	00:13:44.040
225	should be done um	N	00:13:45.418
226	now	N	00:13:47.115
227	transmission fluid	N	00:13:51.098
228	yeah thanks	N	00:13:52.715
229	type f with dexron	N	00:13:56.236
230	so	N	00:13:58.679
231	so you should be reading car and driver instead of sand and surf	N	00:14:01.798
232	someone put the wrong type of fluid transmission	N	00:14:05.055
233	see ford automobiles use a thick red type-f transmission fluid	N	00:14:09.517
234	general motors uses a thinner yellow fluid with dexron	N	00:14:12.536
235	now when dexron 's put into a ford it thins that type-f fluid	N	00:14:16.518
236	friction builds gears grind	N	00:14:18.859
237	the second gear is usually the first to go	N	00:14:20.638
238	friction causes the engine to overheat in turn cooking the transmission fluid turning it brown	N	00:14:22.476
239	leak on the pavement is the first clue you 've got a problem	N	00:14:24.816
240	congratulations you 're looking for a ford with a leak	N	00:14:28.396
241	not just ford	N	00:14:34.628
242	the getaway vehicle has a stubborn second gear	N	00:14:36.608
243	which means it ca n't get very far	N	00:14:38.737
244	my guess is it 's already been dumped	N	00:14:40.857
245	before mr brower dressed up as a woman and heisted a casino he was a janitor at an office park off flamingo	Y	00:14:45.498
246	before that he was out of town fours years for grand larceny	Y	00:14:51.658
247	well the manager 's not in	N	00:14:57.258
248	i got a warrant	N	00:14:59.314
249	i got a key	N	00:15:00.917
250	whoo tidy little camper is n't he	Y	00:15:09.720
251	yeah	N	00:15:11.916
252	what are we looking for	N	00:15:20.536
253	anything that links brower to his co-conspirators	Y	00:15:21.770
254	dirty laundry	N	00:15:35.156
255	i 'm thinking trace elements in the clothes could tell us where he was before the heist	Y	00:15:38.114
256	i 'm going to take it all back to the lab	N	00:15:43.016
257	okay	N	00:15:45.093
258	let 's see	N	00:15:48.515
259	well while you 're at it do n't forget his wigs and bras	Y	00:16:05.715
260	anything on the shoe print	N	00:16:35.298
261	skechers	N	00:16:36.849
262	adult size five	N	00:16:37.827
263	female	N	00:16:39.098
264	well at least we 're not chasing a kid	N	00:16:40.497
265	how 's the prints coming	N	00:16:42.217
266	you two lifted 82 suspect prints	N	00:16:44.087
267	43 are partial	N	00:16:45.782
268	we id 'd on from the open/closed sign	N	00:16:47.954
269	great	N	00:16:49.633
270	no	N	00:16:50.341
271	not so great	N	00:16:51.049
272	state trooper	Y	00:16:51.757
273	you got to be kidding me	N	00:16:52.987
274	officer moron contaminated the scene	Y	00:16:54.563
275	yep	N	00:16:56.208
276	well i 'll just beef him to his captain	Y	00:16:57.744
277	tough	N	00:16:59.117
278	i like that	N	00:17:00.294
279	match	N	00:17:02.659
280	print off the register	N	00:17:04.048
281	what have you got	N	00:17:05.265
282	tammyfelton	Y	00:17:10.106
283	who 's tammyfelton	Y	00:17:11.682
284	a fugitive and clinical psychopath that grissom and i put behind bars	Y	00:17:15.074
285	she tried to play but i did n't bite	Y	00:17:19.056
286	her biological parents posted bail and then she bailed on them	Y	00:17:27.797
287	biological parents	N	00:17:30.607
288	tammy was kidnapped as a child	Y	00:17:32.461
289	raised by her kidnapper	Y	00:17:34.458
290	when she found out the truth she killed him	Y	00:17:36.634
291	hey finish running the prints	N	00:17:42.915
292	tammy uses people	Y	00:17:46.268
293	she was n't alone	Y	00:17:47.286
294	grissom	N	00:17:50.035
295	if you 're going to badger me about your crime scene location put it in a memo	N	00:17:52.636
296	you do n't read memos	N	00:17:55.298
297	do you remember tammyfelton	Y	00:17:57.027
298	i always remember the ones that get away	N	00:17:58.762
299	she 's back	Y	00:18:00.618
300	she 's been to calnevari	Y	00:18:02.537
301	she 's a prime suspect in our convenience store homicide	Y	00:18:04.935
302	grissom	N	00:18:06.974
303	i need you asap	N	00:18:08.618
304	please	N	00:18:10.157
305	so ballistics sent me a bullet from the casino	N	00:18:15.854
306	it 's a 45 so we know it came from one of the ladies guns	N	00:18:19.197
307	and this is a special bullet	N	00:18:21.600
308	no but there was a foreign substance adhered to it	N	00:18:22.880
309	and the substance is special	N	00:18:24.714
310	not exactly	N	00:18:28.078
311	just get to the point greg	N	00:18:29.676
312	tomato to-mah-to potato	N	00:18:31.338
313	wait a second	N	00:18:33.138
314	there was potato on the bullet	N	00:18:35.115
315	you bet	N	00:18:37.098
316	strange huh	N	00:18:39.388
317	there was potato on the bullet because there was potato inside the barrel of the gun	N	00:18:41.928
318	this bullet is from my investigation	N	00:18:44.018
319	right	N	00:18:45.497
320	one of your armed robbers may have used a potato as a silencer prior to the heist	Y	00:18:49.476
321	tammyfelton	Y	00:18:57.676
322	maybe	N	00:18:59.259
323	three armed robbers	Y	00:19:01.457
324	adambrower killed at the scene tammyfelton we 're still one suspect short	Y	00:19:06.077
325	cath got another match from the convenience store	N	00:19:09.997
326	the print on the outside doorknob belongs to an ex-con darinhanson	Y	00:19:13.774
327	you know this guy too	Y	00:19:20.795
328	he ran with tammy 's father mostly from the law	Y	00:19:23.816
329	so tammy kills dad and she and darinhanson run off together	Y	00:19:29.195
330	a regular bonnie and clyde	N	00:19:37.279
331	just what vegas needs	N	00:19:39.317
332	let me see bobby	N	00:19:44.887
333	yeah	N	00:19:46.104
334	projectile on the left 45 hollow point courtesy of adambrower 's back	Y	00:19:48.636
335	on the right	N	00:19:51.196
336	bullets confirm the story told by the potato	N	00:19:57.879
337	same gun	N	00:19:59.813
338	two crimes	N	00:20:00.641
339	one case	N	00:20:01.468
340	three suspects	Y	00:20:02.296
341	adambrower deceased	Y	00:20:03.848
342	tammyfelton darinhanson still at large	Y	00:20:05.947
343	hey guys	N	00:20:08.038
344	i just got a call from brass	N	00:20:09.957
345	we got a possible getaway vehicle off i-93	N	00:20:11.876
346	what makes you think it 's the right car	N	00:20:14.049
347	it 's beige abandoned 77 mercury cougar	N	00:20:16.307
348	mercury 's a division of ford	N	00:20:18.554
349	i 'll drive	N	00:20:21.254
350	a trucker called it in	N	00:20:36.618
351	well if that 's the getaway car there would have been a secondary vehicle parked nearby	N	00:20:39.896
352	yeah	N	00:20:42.816
353	check for treads jim	N	00:20:43.732
354	shall we	N	00:20:47.738
355	let 's go	N	00:20:48.335
356	if you were stashing a car where would you hide it	N	00:21:04.240
357	all these bushes would provide good cover	N	00:21:06.736
358	oh check out that dirt displacement	N	00:21:10.836
359	yeah	N	00:21:14.717
360	skid mark one tire	N	00:21:16.178
361	where 's the other one	N	00:21:22.996
362	there is n't one	N	00:21:25.979
363	dirt to pavement then the trail goes cold	N	00:21:33.459
364	no damage	N	00:21:35.155
365	this car was barely moving	N	00:21:39.154
366	it was dumped	N	00:21:40.995
367	detail pop the trunk	N	00:21:43.373
368	thanks	N	00:21:51.734
369	it 's tammy	Y	00:21:59.939
370	contusions on the anterior neck	N	00:22:06.337
371	streaking erythema on the lateral aspect of zone one	N	00:22:08.577
372	cartilaginous tracheal rings are crushed	N	00:22:12.515
373	hey doc	N	00:22:15.373
374	catherine	N	00:22:16.613
375	she did n't put up a fight did she	Y	00:22:20.438
376	how 'd you know	N	00:22:22.538
377	she was killed by the one person in life she trusted	Y	00:22:24.638
378	darinhanson stared her in the face and she never saw it coming	Y	00:22:38.939
379	put his thumbs around her air pipe and pushed	Y	00:22:42.455
380	i swabbed her neck	Y	00:22:47.694
381	affirmative for epithelials	N	00:22:51.218
382	i 'll run them against darinhanson 's dna	Y	00:22:53.797
383	parents called	N	00:22:56.028
384	they 're on their way in to i.d	N	00:22:57.285
385	how did they sound	N	00:22:59.137
386	oddly relieved	N	00:23:01.138
387	they finally know where she is	Y	00:23:06.218
388	i 'm not pulling it	N	00:23:17.875
389	i found similar dust on adambrower 's dirty clothes	Y	00:23:20.177
390	check it out	N	00:23:22.339
391	real-life fairy dust	N	00:23:31.458
392	yeah it turns grown men into criminals	N	00:23:33.696
393	what 's the composition	N	00:23:35.716
394	s-i o-2	N	00:23:36.997
395	silica dust	N	00:23:39.755
396	each particle 's a hundred times smaller than a grain of sand	N	00:23:42.554
397	i thought you guys were processing the car	N	00:23:45.578
398	yeah um what do you know about silica	N	00:23:48.038
399	it 's used to make glass	N	00:23:50.287
400	it 's mined in open pits	N	00:23:51.743
401	why	N	00:23:53.497
402	silica found both on adambrower 's clothing and the getaway vehicle	Y	00:23:55.374
403	there 's an abandoned silica mine outside calnevari	N	00:23:58.055
404	what do n't you know	N	00:24:00.555
405	come here	N	00:24:42.277
406	motorcycle tracks at the vehicle dump site	N	00:24:48.173
407	yeah that smells nice	N	00:25:04.898
408	should n't smell at all if this place is abandoned	N	00:25:08.974
409	get your guns out	N	00:25:17.699
410	say hello to darinhanson	Y	00:25:35.502
411	shot with a 45	N	00:25:43.777
412	execution style	N	00:25:46.774
413	adamtammy now darin all dead	Y	00:25:48.219
414	and we 're out of suspects	N	00:25:52.674
415	three armed robbers hold up the casino	Y	00:25:56.475
416	tammy 's in black adam was the one in blue and that leaves us darin	Y	00:26:00.017
417	we found darin and tammy 's prints at the convenience store	Y	00:26:04.557
418	hours before the heist gets murdered	N	00:26:07.656
419	shot with the same gun used to kill adam at the casino	Y	00:26:12.534
420	the surveillance video tells us that darin was the only one in position to shoot adam	Y	00:26:16.778
421	why did darin kill adam	Y	00:26:21.619
422	greed	N	00:26:23.179
423	fewer slices	N	00:26:24.457
424	bigger pieces	N	00:26:25.293
425	which explains why he killed tammy	Y	00:26:27.158
426	that 's confirmed	N	00:26:32.189
427	epithelials on her neck are a match to darin 's dna	Y	00:26:34.248
428	so darin thought he was getting the whole score	Y	00:26:36.306
429	but now he 's dead	Y	00:26:38.200
430	so who killed him and where 's the money	Y	00:26:40.298
431	and we still do n't know why darin and tammy took out the convenience store clerk	Y	00:26:44.635
432	why kill a man for a few hundred bucks when you 're about to steal a hundred thousand	N	00:26:48.858
433	we 've got more questions than answers	N	00:26:51.858
434	i just got off the phone with the laughlin csi assigned to last month 's cottage casino case	N	00:26:54.995
435	he told me the casino 's cameras captured four assailants not three	N	00:26:59.617
436	maybe tower club surveillance missed something	N	00:27:02.847
437	actually it did n't	N	00:27:04.383
438	we did	N	00:27:06.520
439	tower casino surveillance	N	00:27:08.756
440	the screen on your left the camera 's trained over where tammydarin and adam entered	Y	00:27:11.796
441	the screen on your right is trained on the gaming tables	N	00:27:16.337
442	okay check it out	N	00:27:19.316
443	what are we looking for	N	00:27:25.186
444	what you missed him	Y	00:27:27.000
445	all right	N	00:27:30.176
446	i 'll play it again slower just for you	N	00:27:31.330
447	now keep your eye trained on the pit boss and the chandelier	Y	00:27:34.814
448	he ducked before the chandelier fell	Y	00:27:42.146
449	yeah before tammy drew her gun	Y	00:27:43.722
450	play it again	N	00:27:45.156
451	well done warrick	N	00:27:51.435
452	you found our mole	N	00:27:52.818
453	yeah	N	00:27:53.654
454	pit boss name is maxduncan	Y	00:27:56.097
455	started working there about three weeks ago	N	00:27:57.999
456	before that	N	00:27:59.677
457	let me guess	N	00:28:01.327
458	laughlin cottage casino	N	00:28:02.783
459	i 'll call brass	N	00:28:05.687
460	he can make the arrest	N	00:28:06.984
461	i 'll meet him at the station	N	00:28:08.499
462	call you with an update	N	00:28:10.057
463	maxduncan	Y	00:28:26.658
464	yeah	N	00:28:27.494
465	what the hell is going on here	N	00:28:28.859
466	you going somewhere	Y	00:28:30.635
467	what 's it to you	N	00:28:32.737
468	i 'll tell you how this works i 'll ask the questions you give the answers downtown	Y	00:28:35.093
469	i 'm calling my lawyer	Y	00:28:37.195
470	good idea	N	00:28:40.173
471	max are you clairvoyant	Y	00:28:45.675
472	excuse me	Y	00:28:47.254
473	surveillance tape from the tower club casino	N	00:28:49.114
474	you ducked before there was a reason to cover	Y	00:28:51.934
475	i saw a gun i hit the ground	Y	00:28:54.315
476	okay let 's try this	N	00:28:57.698
477	why were you leaving town	Y	00:28:59.635
478	trying to beat a murder rap	N	00:29:02.084
479	no	N	00:29:03.134
480	i did n't kill anyone	Y	00:29:04.184
481	you forget about darinhanson	Y	00:29:05.953
482	your car was covered with gray dust- silica	Y	00:29:08.019
483	it places you at the murder scene	Y	00:29:12.978
484	well i did n't kill him	Y	00:29:14.505
485	max	Y	00:29:15.437
486	i went there but	Y	00:29:16.370
487	i 'm advising you not to say another word	Y	00:29:17.699
488	no i want to clear this up	Y	00:29:19.257
489	all right i went out to the mine but i did n't kill darin he was already dead	Y	00:29:22.414
490	all right look i	Y	00:29:27.316
491	i 'll admit i helped him out	Y	00:29:29.979
492	i	Y	00:29:31.675
493	i told him when and where to hit	Y	00:29:33.935
494	that 's why i ducked	Y	00:29:36.297
495	but that 's it	N	00:29:37.853
496	that 's a lot	N	00:29:39.196
497	and it still does n't explain why you went to see darin	Y	00:29:41.837
498	max that is enough	Y	00:29:44.478
499	well i went to collect my share but the money was gone	Y	00:29:45.917
500	darin was dead and i panicked but i did n't shoot him	Y	00:29:49.136
501	you ca n't get me for murder on this	Y	00:29:53.976
502	when someone is killed during the commission of a felony all the conspirators are liable	Y	00:29:57.674
503	darinhanson shot adambrower but you might as well have pulled the trigger	Y	00:30:02.116
504	let 's make a deal	N	00:30:08.338
505	tell me who else was involved	N	00:30:09.916
506	who killed darin	Y	00:30:11.857
507	look darin was the only one that i spoke to	Y	00:30:14.455
508	i never even met the other three	Y	00:30:19.433
509	then we got no deal	Y	00:30:21.595
510	officer	N	00:30:23.475
511	you know what	N	00:30:25.877
512	i kind of believe him	Y	00:30:38.737
513	yeah me too	N	00:30:40.538
514	he confirmed a fourth	Y	00:30:43.394
515	darin plus three	Y	00:30:45.036
516	just like laughlin	N	00:30:46.458
517	so the last man standing killed darin	Y	00:30:48.176
518	and he 's still out there flush with cash and a 45 caliber	Y	00:30:51.917
519	surveillance stills from the laughlin heist	N	00:30:56.995
520	four perps we 've identified three darintammy and adam	Y	00:30:59.974
521	all deceased	N	00:31:02.265
522	yeah	N	00:31:03.118
523	all murdered	N	00:31:03.971
524	that leaves one	N	00:31:04.858
525	i.d	N	00:31:05.614
526	the unknown good chance we solve both cases laughlin and vegas	N	00:31:08.138
527	except all we got is a gun in drag	N	00:31:11.433
528	well that 's why i 'm here	N	00:31:13.834
529	i 've divided the photo into segments removed the disguise and rebuilt the original image based on male physiological norms	N	00:31:20.694
530	now it 's not exact but you 'll have an idea of what your guy looks like	N	00:31:25.694
531	that 's dustinbale	N	00:31:35.779
532	the clerk from the convenience store	N	00:31:37.408
533	whoa	N	00:31:38.944
534	hold on	N	00:31:40.507
535	he was killed hours before the tower club heist	N	00:31:41.923
536	in on laughlin out on vegas	N	00:31:43.835
537	so darin took him out first	Y	00:31:46.256
538	they cleared the register just to make it look like a robbery	Y	00:31:49.015
539	but the pit boss said it was darin plus three	Y	00:31:51.878
540	because he knew there were four at the laughlin heist	Y	00:31:54.638
541	well maybe he did n't know that the clerk was n't there	Y	00:31:57.176
542	he was n't counting wigs	Y	00:31:59.718
543	he was hiding under a blackjack table	Y	00:32:02.115
544	and we 're back to who killed darinhanson	Y	00:32:04.138
545	bobby d	N	00:32:07.748
546	yeah	N	00:32:08.527
547	we need your help	N	00:32:09.779
548	another round from the casino heist	N	00:32:13.035
549	indirectly yeah	N	00:32:14.876
550	well tip did n't blossom	N	00:32:20.256
551	not a hollow point so it 's not from darinhanson 's gun	Y	00:32:22.793
552	no it 's from his head	Y	00:32:24.898
553	all right 230 grains gives us a 45 automatic	N	00:32:28.418
554	what else	N	00:32:32.996
555	okay normally lands and grooves are highly delineated	N	00:32:36.255
556	these are smooth polished which means that your projectile was fired from a polygonal barrel	N	00:32:40.795
557	be right back	N	00:32:44.659
558	these are the only types of 45 automatics with polygonal barrels	N	00:32:52.774
559	so the gun that fired your bullet was either a heckler and koch usp or a glock	N	00:32:57.398
560	narrow it further	N	00:33:05.297
561	well that 's what i 'm doing dissecting your bullet	N	00:33:08.918
562	hey nick	N	00:33:10.916
563	mm-hmm	N	00:33:12.031
564	count the stripes	N	00:33:13.476
565	one two three four five six	N	00:33:16.098
566	six lands angroves with a right-hand twist	N	00:33:19.648
567	mm-hmm	N	00:33:21.104
568	glock 's got eight heckler and koch six	N	00:33:23.535
569	you got your gun	N	00:33:25.717
570	let 's run atf	N	00:33:27.155
571	pretty unique weapon	N	00:33:31.479
572	expensive	N	00:33:33.539
573	not exactly what you 'd buy out of the back of a van	N	00:33:34.859
574	only take a second	N	00:33:41.076
575	see	N	00:33:42.528
576	can i call it	N	00:33:43.506
577	only 18 registered in-state	N	00:33:47.017
578	ten in clark county seven of them still in circulation	N	00:33:49.097
579	any names jumping off the page	N	00:33:56.617
580	just one	N	00:33:57.851
581	it 's out of left field	N	00:33:59.474
582	about 75 miles out	N	00:34:02.355
583	you 're accusing me of murder	Y	00:34:12.697
584	and absconding with a quarter of mill stolen money	N	00:34:15.017
585	where did you stash the cash	Y	00:34:17.059
586	i 'm a state trooper	Y	00:34:18.377
587	how does a cop hook up with an ex-con like darin	Y	00:34:19.452
588	i can answer that	N	00:34:23.395
589	it 's all in a day 's work	N	00:34:25.116
590	a potato silencer muffles a bullet but wo n't silence it	N	00:34:35.539
591	you went in your gun drawn	Y	00:34:39.617
592	take it easy pal	Y	00:34:44.696
593	you should have arrested them	Y	00:34:46.818
594	but something happened did n't it	N	00:34:48.898
595	my bet tammy made you an offer	Y	00:34:50.613
596	drop the weapon	N	00:34:53.338
597	hey uh let 's be smart about this	N	00:34:54.835
598	you can take us in or we can cut you in	Y	00:35:00.199
599	they still had pockets full of cash from the laughlin job	Y	00:35:07.336
600	they offered you a finder 's fee	Y	00:35:10.176
601	this is n't going to do it	N	00:35:13.795
602	it 'll hold you over till tomorrow	Y	00:35:15.833
603	deal	N	00:35:19.698
604	what are you doing	N	00:35:31.995
605	you patrol on 97.5 square miles	Y	00:35:37.128
606	is the calnevari mine a part of your jurisdiction	Y	00:35:38.664
607	no	N	00:35:43.105
608	i 'm east of the mine	Y	00:35:44.197
609	but you 've been there have n't you	Y	00:35:45.289
610	where is the cash	N	00:36:05.035
611	jim hit the overhead will you	N	00:36:07.234
